Point ID;Time;Hz [dms];V [dms];D [m];PPM Type;PPM;Pressure [mBar];Av Temp [°C];Target Easting [m];Target Northing [m];Target Elevation [m];Station Easting [m];Station Northing [m];Station Height [m];Null Measurement [m];Horz Distance [m]
CND_18;05/09/2026 22:08;"   0° 51' 00.91025""";"  86° 10' 43.96780""";178.31;Atmos PPM;0;1013.25;11.1012;176091.683;9045811.796;90.824;176089.028;9045633.904;78.939;177.925;177.911
CND_17;05/09/2026 22:08;"  11° 43' 30.82173""";"  86° 38' 50.26497""";208.077;Atmos PPM;0;1013.25;11.1012;176131.257;9045837.284;91.111;176089.028;9045633.904;78.939;207.753;207.718
CND_30002;06/09/2026 00:00;" 289° 14' 45.19115""";"  79° 28' 58.88911""";723.075;Atmos PPM;0;1013.25;11.1012;175417.874;9045868.291;210.954;176089.028;9045633.904;78.939;710.915;710.905
CND_30003;06/09/2026 00:00;" 290° 56' 14.54308""";"  79° 32' 49.69606""";674.096;Atmos PPM;0;1013.25;11.1012;175469.929;9045870.838;201.268;176089.028;9045633.904;78.939;662.894;662.889
CND_30004;06/09/2026 00:00;" 291° 25' 44.04577""";"  79° 52' 55.17163""";637.677;Atmos PPM;0;1013.25;11.1012;175504.701;9045863.296;190.991;176089.028;9045633.904;78.939;627.75;627.741
CND_170_1;06/09/2026 00:00;" 298° 32' 42.88496""";"  79° 40' 28.41966""";508.767;Atmos PPM;0;1013.25;11.1012;175649.376;9045873.114;170.147;176089.028;9045633.904;78.939;500.548;500.515
CND_190_3;06/09/2026 00:00;" 298° 34' 29.98458""";"  78° 59' 19.34279""";594.72;Atmos PPM;0;1013.25;11.1012;175576.404;9045913.162;192.555;176089.028;9045633.904;78.939;583.897;583.754
CND_180_2;06/09/2026 00:01;" 298° 59' 59.17338""";"  79° 34' 22.70545""";553.865;Atmos PPM;0;1013.25;11.1012;175612.641;9045898.02;179.2;176089.028;9045633.904;78.939;544.768;544.704
CND_210_3;06/09/2026 00:01;" 302° 53' 59.55036""";"  78° 03' 49.52584""";629.47;Atmos PPM;0;1013.25;11.1012;175571.984;9045968.455;209.154;176089.028;9045633.904;78.939;616.02;615.84
CND_200_8;06/09/2026 00:01;" 303° 25' 03.79236""";"  78° 15' 52.77546""";598.438;Atmos PPM;0;1013.25;11.1012;175600.009;9045956.629;200.679;176089.028;9045633.904;78.939;586.05;585.911
CND_200_3;06/09/2026 00:01;" 303° 25' 03.18899""";"  78° 15' 51.92260""";598.437;Atmos PPM;0;1013.25;11.1012;175600.008;9045956.628;200.682;176089.028;9045633.904;78.939;586.052;585.91
CND_190_4;06/09/2026 00:01;" 304° 23' 46.27592""";"  78° 35' 19.74064""";568.316;Atmos PPM;0;1013.25;11.1012;175629.391;9045948.636;191.401;176089.028;9045633.904;78.939;557.187;557.066
CND_200_4;06/09/2026 00:01;" 309° 34' 03.21876""";"  77° 58' 10.69665""";577.861;Atmos PPM;0;1013.25;11.1012;175653.397;9045993.936;199.405;176089.028;9045633.904;78.939;565.267;565.153
CND_1505;06/09/2026 00:01;" 310° 59' 42.88002""";"  79° 10' 44.75728""";381.65;Atmos PPM;0;1013.25;11.1012;175806.121;9045879.832;150.6;176089.028;9045633.904;78.939;374.89;374.856
CND_210_4;06/09/2026 00:01;" 311° 21' 23.94065""";"  77° 25' 47.53453""";600.879;Atmos PPM;0;1013.25;11.1012;175648.859;9046021.44;209.734;176089.028;9045633.904;78.939;586.567;586.457
CND_190_5;06/09/2026 00:01;" 312° 12' 18.22822""";"  78° 10' 51.75253""";542.238;Atmos PPM;0;1013.25;11.1012;175695.925;9045990.472;190.019;176089.028;9045633.904;78.939;530.796;530.727
CND_25;06/09/2026 00:02;" 313° 23' 18.54276""";"  82° 24' 39.04712""";237.061;Atmos PPM;0;1013.25;11.1012;175918.279;9045795.336;110.251;176089.028;9045633.904;78.939;235.096;234.98
CND_29;06/09/2026 00:02;" 313° 30' 36.41166""";"  80° 52' 44.92831""";264.294;Atmos PPM;0;1013.25;11.1012;175899.79;9045813.578;120.839;176089.028;9045633.904;78.939;261.111;260.948
CND_200_5;06/09/2026 00:02;" 316° 06' 25.27653""";"  77° 35' 26.68524""";562.268;Atmos PPM;0;1013.25;11.1012;175708.352;9046029.649;199.787;176089.028;9045633.904;78.939;549.185;549.115
CND_1401;06/09/2026 00:02;" 317° 46' 10.75237""";"  79° 41' 08.60211""";345.464;Atmos PPM;0;1013.25;11.1012;175860.615;9045885.583;140.801;176089.028;9045633.904;78.939;340.026;339.875
CND_1504;06/09/2026 00:03;" 320° 45' 23.62713""";"  78° 43' 30.99621""";370.088;Atmos PPM;0;1013.25;11.1012;175859.452;9045915.006;151.305;176089.028;9045633.904;78.939;362.974;362.937
CND_210_5;06/09/2026 00:03;" 320° 50' 24.58200""";"  77° 01' 22.64647""";587.595;Atmos PPM;0;1013.25;11.1012;175727.496;9046077.898;210.912;176089.028;9045633.904;78.939;572.641;572.57
CND_190_6;06/09/2026 00:03;" 321° 21' 23.81246""";"  77° 52' 41.80587""";529.233;Atmos PPM;0;1013.25;11.1012;175765.949;9046038.06;190.091;176089.028;9045633.904;78.939;517.464;517.418
CND_26;06/09/2026 00:03;" 321° 48' 35.10424""";"  82° 11' 24.00809""";231.313;Atmos PPM;0;1013.25;11.1012;175947.357;9045814.03;110.375;176089.028;9045633.904;78.939;229.307;229.164
CND_30;06/09/2026 00:03;" 323° 47' 11.96789""";"  80° 41' 06.08880""";257.39;Atmos PPM;0;1013.25;11.1012;175938.989;9045838.843;120.605;176089.028;9045633.904;78.939;254.209;253.991
CND_1402;06/09/2026 00:03;" 325° 03' 32.55566""";"  79° 32' 26.99879""";340.051;Atmos PPM;0;1013.25;11.1012;175897.534;9045908.037;140.678;176089.028;9045633.904;78.939;334.538;334.393
CND_200_6;06/09/2026 00:03;" 325° 15' 03.58506""";"  77° 24' 58.29521""";553.591;Atmos PPM;0;1013.25;11.1012;175781.117;9046077.852;199.568;176089.028;9045633.904;78.939;540.325;540.277
CND_1603;06/09/2026 00:04;" 325° 30' 40.89997""";"  78° 11' 57.49714""";397.916;Atmos PPM;0;1013.25;11.1012;175868.506;9045954.961;160.326;176089.028;9045633.904;78.939;389.496;389.496
CND_210_6;06/09/2026 00:04;" 328° 34' 40.08173""";"  76° 54' 34.39872""";582.155;Atmos PPM;0;1013.25;11.1012;175793.464;9046117.786;210.813;176089.028;9045633.904;78.939;567.059;567.009
CND_1503;06/09/2026 00:04;" 328° 44' 16.61988""";"  78° 43' 01.08576""";367.859;Atmos PPM;0;1013.25;11.1012;175901.847;9045942.282;150.922;176089.028;9045633.904;78.939;360.776;360.741
CND_34;06/09/2026 00:04;" 330° 33' 56.46155""";"  80° 30' 48.10872""";315.764;Atmos PPM;0;1013.25;11.1012;175936.002;9045905.156;130.989;176089.028;9045633.904;78.939;311.606;311.439
CND_200_7;06/09/2026 00:04;" 332° 03' 31.54120""";"  77° 26' 33.66733""";554.822;Atmos PPM;0;1013.25;11.1012;175835.324;9046112.332;199.586;176089.028;9045633.904;78.939;541.571;541.534
CND_27;06/09/2026 00:04;" 332° 40' 56.42453""";"  82° 13' 54.50704""";231.131;Atmos PPM;0;1013.25;11.1012;175983.949;9045837.38;110.184;176089.028;9045633.904;78.939;229.13;229.006
CND_22;06/09/2026 00:05;" 334° 37' 14.47080""";"  80° 44' 22.12568""";259.96;Atmos PPM;0;1013.25;11.1012;175979.081;9045865.719;120.777;176089.028;9045633.904;78.939;256.724;256.567
CND_1803;06/09/2026 00:06;" 348° 01' 16.74554""";"  78° 12' 07.93055""";498.574;Atmos PPM;0;1013.25;11.1012;175987.779;9046111.314;180.893;176089.028;9045633.904;78.939;488.054;488.028
CND_23;06/09/2026 00:06;" 348° 36' 46.84600""";"  78° 49' 27.64529""";391.407;Atmos PPM;0;1013.25;11.1012;176013.25;9046010.329;154.811;176089.028;9045633.904;78.939;383.951;383.976
CND_20;06/09/2026 00:06;" 359° 04' 41.55982""";"  83° 57' 02.79732""";203.551;Atmos PPM;0;1013.25;11.1012;176085.789;9045836.293;100.393;176089.028;9045633.904;78.939;202.449;202.414
CND_18;06/09/2026 00:07;"   0° 51' 00.97799""";"  86° 10' 42.73192""";178.31;Atmos PPM;0;1013.25;11.1012;176091.683;9045811.795;90.825;176089.028;9045633.904;78.939;177.925;177.911
CND_30002;06/09/2026 02:00;" 289° 14' 44.82941""";"  79° 28' 59.86015""";723.074;Atmos PPM;0;1013.25;11.1012;175417.873;9045868.29;210.951;176089.028;9045633.904;78.939;710.915;710.906
CND_30003;06/09/2026 02:00;" 290° 56' 14.20937""";"  79° 32' 49.46585""";674.096;Atmos PPM;0;1013.25;11.1012;175469.929;9045870.837;201.269;176089.028;9045633.904;78.939;662.894;662.889
CND_30004;06/09/2026 02:00;" 291° 25' 43.97847""";"  79° 52' 55.42915""";637.676;Atmos PPM;0;1013.25;11.1012;175504.701;9045863.296;190.99;176089.028;9045633.904;78.939;627.75;627.741
CND_170_1;06/09/2026 02:00;" 298° 32' 42.50921""";"  79° 40' 29.12503""";508.767;Atmos PPM;0;1013.25;11.1012;175649.375;9045873.113;170.145;176089.028;9045633.904;78.939;500.548;500.515
CND_190_3;06/09/2026 02:00;" 298° 34' 31.07543""";"  78° 59' 20.32681""";594.72;Atmos PPM;0;1013.25;11.1012;175576.405;9045913.165;192.553;176089.028;9045633.904;78.939;583.897;583.755
CND_180_2;06/09/2026 02:01;" 298° 59' 59.41486""";"  79° 34' 23.32644""";553.865;Atmos PPM;0;1013.25;11.1012;175612.641;9045898.021;179.198;176089.028;9045633.904;78.939;544.768;544.704
CND_210_3;06/09/2026 02:01;" 302° 54' 01.00318""";"  78° 03' 49.79536""";629.47;Atmos PPM;0;1013.25;11.1012;175571.986;9045968.459;209.153;176089.028;9045633.904;78.939;616.02;615.84
CND_200_8;06/09/2026 02:01;" 303° 25' 03.55135""";"  78° 15' 53.09509""";598.437;Atmos PPM;0;1013.25;11.1012;175600.008;9045956.629;200.678;176089.028;9045633.904;78.939;586.05;585.911
CND_200_3;06/09/2026 02:01;" 303° 25' 03.16381""";"  78° 15' 52.12336""";598.437;Atmos PPM;0;1013.25;11.1012;175600.008;9045956.628;200.681;176089.028;9045633.904;78.939;586.052;585.91
CND_190_4;06/09/2026 02:01;" 304° 23' 46.30382""";"  78° 35' 20.13560""";568.316;Atmos PPM;0;1013.25;11.1012;175629.391;9045948.636;191.4;176089.028;9045633.904;78.939;557.187;557.066
CND_200_4;06/09/2026 02:01;" 309° 34' 02.94870""";"  77° 58' 10.58875""";577.861;Atmos PPM;0;1013.25;11.1012;175653.397;9045993.936;199.405;176089.028;9045633.904;78.939;565.267;565.153
CND_1505;06/09/2026 02:01;" 310° 59' 42.59791""";"  79° 10' 44.15241""";381.65;Atmos PPM;0;1013.25;11.1012;175806.121;9045879.832;150.601;176089.028;9045633.904;78.939;374.89;374.855
CND_210_4;06/09/2026 02:02;" 311° 21' 23.65600""";"  77° 25' 47.08773""";600.879;Atmos PPM;0;1013.25;11.1012;175648.859;9046021.439;209.736;176089.028;9045633.904;78.939;586.567;586.457
CND_190_5;06/09/2026 02:02;" 312° 12' 17.76407""";"  78° 10' 52.07493""";542.238;Atmos PPM;0;1013.25;11.1012;175695.924;9045990.472;190.019;176089.028;9045633.904;78.939;530.796;530.727
CND_25;06/09/2026 02:02;" 313° 23' 18.12409""";"  82° 24' 39.27711""";237.061;Atmos PPM;0;1013.25;11.1012;175918.278;9045795.336;110.251;176089.028;9045633.904;78.939;235.096;234.98
CND_29;06/09/2026 02:02;" 313° 30' 31.38387""";"  80° 52' 48.90575""";264.294;Atmos PPM;0;1013.25;11.1012;175899.785;9045813.574;120.834;176089.028;9045633.904;78.939;261.111;260.948
CND_200_5;06/09/2026 02:02;" 316° 06' 24.60897""";"  77° 35' 26.60825""";562.268;Atmos PPM;0;1013.25;11.1012;175708.351;9046029.647;199.787;176089.028;9045633.904;78.939;549.185;549.115
CND_1401;06/09/2026 02:02;" 317° 46' 10.91369""";"  79° 41' 08.76641""";345.464;Atmos PPM;0;1013.25;11.1012;175860.616;9045885.583;140.801;176089.028;9045633.904;78.939;340.026;339.875
CND_1504;06/09/2026 02:03;" 320° 45' 23.10929""";"  78° 43' 31.25148""";370.088;Atmos PPM;0;1013.25;11.1012;175859.451;9045915.005;151.305;176089.028;9045633.904;78.939;362.974;362.937
CND_210_5;06/09/2026 02:03;" 320° 50' 23.88292""";"  77° 01' 23.44531""";587.595;Atmos PPM;0;1013.25;11.1012;175727.494;9046077.897;210.91;176089.028;9045633.904;78.939;572.641;572.57
CND_190_6;06/09/2026 02:03;" 321° 21' 23.92636""";"  77° 52' 42.56195""";529.232;Atmos PPM;0;1013.25;11.1012;175765.95;9046038.06;190.089;176089.028;9045633.904;78.939;517.464;517.418
CND_26;06/09/2026 02:03;" 321° 48' 34.56129""";"  82° 11' 24.73056""";231.313;Atmos PPM;0;1013.25;11.1012;175947.357;9045814.03;110.375;176089.028;9045633.904;78.939;229.307;229.164
CND_30;06/09/2026 02:03;" 323° 47' 11.56035""";"  80° 41' 07.86901""";257.39;Atmos PPM;0;1013.25;11.1012;175938.989;9045838.843;120.603;176089.028;9045633.904;78.939;254.209;253.991
CND_1402;06/09/2026 02:03;" 325° 03' 32.33434""";"  79° 32' 28.73957""";340.05;Atmos PPM;0;1013.25;11.1012;175897.533;9045908.037;140.675;176089.028;9045633.904;78.939;334.538;334.393
CND_200_6;06/09/2026 02:04;" 325° 15' 03.76065""";"  77° 24' 58.43197""";553.591;Atmos PPM;0;1013.25;11.1012;175781.118;9046077.852;199.568;176089.028;9045633.904;78.939;540.325;540.276
CND_1603;06/09/2026 02:04;" 325° 30' 39.30316""";"  78° 11' 57.05024""";397.916;Atmos PPM;0;1013.25;11.1012;175868.503;9045954.959;160.327;176089.028;9045633.904;78.939;389.496;389.496
CND_210_6;06/09/2026 02:04;" 328° 34' 39.68366""";"  76° 54' 37.26426""";582.155;Atmos PPM;0;1013.25;11.1012;175793.462;9046117.787;210.805;176089.028;9045633.904;78.939;567.059;567.011
CND_1503;06/09/2026 02:04;" 328° 44' 17.28695""";"  78° 43' 01.88713""";367.859;Atmos PPM;0;1013.25;11.1012;175901.847;9045942.283;150.92;176089.028;9045633.904;78.939;360.776;360.741
CND_34;06/09/2026 02:04;" 330° 33' 56.12939""";"  80° 30' 48.03418""";315.764;Atmos PPM;0;1013.25;11.1012;175936.001;9045905.156;130.989;176089.028;9045633.904;78.939;311.606;311.439
CND_200_7;06/09/2026 02:04;" 332° 03' 31.73763""";"  77° 26' 34.60629""";554.822;Atmos PPM;0;1013.25;11.1012;175835.324;9046112.333;199.584;176089.028;9045633.904;78.939;541.571;541.534
CND_27;06/09/2026 02:05;" 332° 40' 55.82941""";"  82° 13' 54.78548""";231.131;Atmos PPM;0;1013.25;11.1012;175983.948;9045837.379;110.183;176089.028;9045633.904;78.939;229.13;229.006
CND_22;06/09/2026 02:05;" 334° 37' 12.85349""";"  80° 44' 22.67833""";259.96;Atmos PPM;0;1013.25;11.1012;175979.079;9045865.718;120.777;176089.028;9045633.904;78.939;256.724;256.567
CND_1803;06/09/2026 02:06;" 348° 01' 16.28384""";"  78° 12' 09.87884""";498.574;Atmos PPM;0;1013.25;11.1012;175987.778;9046111.315;180.888;176089.028;9045633.904;78.939;488.054;488.029
CND_23;06/09/2026 02:06;" 348° 36' 44.82281""";"  78° 49' 29.61462""";391.407;Atmos PPM;0;1013.25;11.1012;176013.246;9046010.329;154.807;176089.028;9045633.904;78.939;383.951;383.977
CND_30002;06/09/2026 04:00;" 289° 14' 45.57639""";"  79° 28' 57.45816""";723.074;Atmos PPM;0;1013.25;11.1012;175417.875;9045868.292;210.959;176089.028;9045633.904;78.939;710.915;710.904
CND_30003;06/09/2026 04:00;" 290° 56' 13.81353""";"  79° 32' 49.36482""";674.096;Atmos PPM;0;1013.25;11.1012;175469.929;9045870.835;201.269;176089.028;9045633.904;78.939;662.894;662.888
CND_30004;06/09/2026 04:00;" 291° 25' 44.55970""";"  79° 52' 55.75873""";637.676;Atmos PPM;0;1013.25;11.1012;175504.702;9045863.298;190.989;176089.028;9045633.904;78.939;627.75;627.741
CND_170_1;06/09/2026 04:00;" 298° 32' 42.96966""";"  79° 40' 28.03978""";508.767;Atmos PPM;0;1013.25;11.1012;175649.376;9045873.114;170.148;176089.028;9045633.904;78.939;500.548;500.515
CND_190_3;06/09/2026 04:00;" 298° 34' 31.00338""";"  78° 59' 21.29987""";594.72;Atmos PPM;0;1013.25;11.1012;175576.404;9045913.165;192.55;176089.028;9045633.904;78.939;583.897;583.755
CND_180_2;06/09/2026 04:01;" 298° 59' 58.84585""";"  79° 34' 22.60962""";553.865;Atmos PPM;0;1013.25;11.1012;175612.641;9045898.019;179.2;176089.028;9045633.904;78.939;544.768;544.703
CND_210_3;06/09/2026 04:01;" 302° 54' 00.14387""";"  78° 03' 48.67340""";629.469;Atmos PPM;0;1013.25;11.1012;175571.986;9045968.456;209.156;176089.028;9045633.904;78.939;616.02;615.839
CND_200_8;06/09/2026 04:01;" 303° 25' 02.98150""";"  78° 15' 52.51557""";598.437;Atmos PPM;0;1013.25;11.1012;175600.008;9045956.627;200.68;176089.028;9045633.904;78.939;586.05;585.91
CND_200_3;06/09/2026 04:01;" 303° 25' 02.86579""";"  78° 15' 51.51254""";598.437;Atmos PPM;0;1013.25;11.1012;175600.008;9045956.626;200.683;176089.028;9045633.904;78.939;586.052;585.91
CND_190_4;06/09/2026 04:01;" 304° 23' 46.36743""";"  78° 35' 19.02081""";568.316;Atmos PPM;0;1013.25;11.1012;175629.392;9045948.636;191.403;176089.028;9045633.904;78.939;557.187;557.065
CND_200_4;06/09/2026 04:01;" 309° 34' 03.25183""";"  77° 58' 10.38779""";577.861;Atmos PPM;0;1013.25;11.1012;175653.397;9045993.936;199.405;176089.028;9045633.904;78.939;565.267;565.152
CND_1505;06/09/2026 04:01;" 310° 59' 42.38273""";"  79° 10' 43.60404""";381.65;Atmos PPM;0;1013.25;11.1012;175806.121;9045879.831;150.602;176089.028;9045633.904;78.939;374.89;374.855
CND_210_4;06/09/2026 04:01;" 311° 21' 24.54988""";"  77° 25' 47.15767""";600.878;Atmos PPM;0;1013.25;11.1012;175648.861;9046021.44;209.735;176089.028;9045633.904;78.939;586.567;586.457
CND_190_5;06/09/2026 04:01;" 312° 12' 17.86604""";"  78° 10' 51.44896""";542.238;Atmos PPM;0;1013.25;11.1012;175695.924;9045990.471;190.02;176089.028;9045633.904;78.939;530.796;530.727
CND_25;06/09/2026 04:02;" 313° 23' 18.02050""";"  82° 24' 39.29669""";237.061;Atmos PPM;0;1013.25;11.1012;175918.278;9045795.336;110.251;176089.028;9045633.904;78.939;235.096;234.98
CND_29;06/09/2026 04:02;" 313° 30' 31.47912""";"  80° 52' 45.56118""";264.294;Atmos PPM;0;1013.25;11.1012;175899.786;9045813.574;120.838;176089.028;9045633.904;78.939;261.111;260.948
CND_200_5;06/09/2026 04:02;" 316° 06' 24.85392""";"  77° 35' 26.45292""";562.267;Atmos PPM;0;1013.25;11.1012;175708.352;9046029.647;199.788;176089.028;9045633.904;78.939;549.185;549.115
CND_1401;06/09/2026 04:02;" 317° 46' 11.20279""";"  79° 41' 08.44394""";345.464;Atmos PPM;0;1013.25;11.1012;175860.616;9045885.584;140.802;176089.028;9045633.904;78.939;340.026;339.874
CND_1504;06/09/2026 04:03;" 320° 45' 22.04959""";"  78° 43' 31.07508""";370.088;Atmos PPM;0;1013.25;11.1012;175859.45;9045915.004;151.305;176089.028;9045633.904;78.939;362.974;362.937
CND_210_5;06/09/2026 04:03;" 320° 50' 23.71969""";"  77° 01' 23.98228""";587.595;Atmos PPM;0;1013.25;11.1012;175727.493;9046077.897;210.908;176089.028;9045633.904;78.939;572.641;572.57
CND_190_6;06/09/2026 04:03;" 321° 21' 23.27616""";"  77° 52' 42.11262""";529.232;Atmos PPM;0;1013.25;11.1012;175765.949;9046038.059;190.09;176089.028;9045633.904;78.939;517.464;517.418
CND_26;06/09/2026 04:03;" 321° 48' 35.35675""";"  82° 11' 23.46635""";231.313;Atmos PPM;0;1013.25;11.1012;175947.358;9045814.03;110.376;176089.028;9045633.904;78.939;229.307;229.164
CND_30;06/09/2026 04:03;" 323° 47' 10.41641""";"  80° 41' 08.56484""";257.39;Atmos PPM;0;1013.25;11.1012;175938.987;9045838.842;120.602;176089.028;9045633.904;78.939;254.209;253.992
CND_1402;06/09/2026 04:03;" 325° 03' 31.92745""";"  79° 32' 27.03941""";340.05;Atmos PPM;0;1013.25;11.1012;175897.533;9045908.036;140.678;176089.028;9045633.904;78.939;334.538;334.393
CND_200_6;06/09/2026 04:03;" 325° 15' 03.45021""";"  77° 24' 58.30024""";553.591;Atmos PPM;0;1013.25;11.1012;175781.117;9046077.852;199.568;176089.028;9045633.904;78.939;540.325;540.276
CND_1603;06/09/2026 04:03;" 325° 30' 39.65910""";"  78° 11' 57.09936""";397.915;Atmos PPM;0;1013.25;11.1012;175868.504;9045954.959;160.327;176089.028;9045633.904;78.939;389.496;389.496
CND_210_6;06/09/2026 04:04;" 328° 34' 39.51557""";"  76° 54' 33.59673""";582.155;Atmos PPM;0;1013.25;11.1012;175793.463;9046117.784;210.815;176089.028;9045633.904;78.939;567.059;567.008
CND_1503;06/09/2026 04:04;" 328° 44' 16.17640""";"  78° 43' 01.12729""";367.859;Atmos PPM;0;1013.25;11.1012;175901.846;9045942.282;150.922;176089.028;9045633.904;78.939;360.776;360.741
CND_34;06/09/2026 04:04;" 330° 33' 56.19130""";"  80° 30' 47.18308""";315.764;Atmos PPM;0;1013.25;11.1012;175936.002;9045905.155;130.991;176089.028;9045633.904;78.939;311.606;311.439
CND_200_7;06/09/2026 04:04;" 332° 03' 31.58411""";"  77° 26' 33.59067""";554.822;Atmos PPM;0;1013.25;11.1012;175835.324;9046112.332;199.587;176089.028;9045633.904;78.939;541.571;541.534
CND_27;06/09/2026 04:04;" 332° 40' 56.71678""";"  82° 13' 54.94471""";231.131;Atmos PPM;0;1013.25;11.1012;175983.949;9045837.38;110.183;176089.028;9045633.904;78.939;229.13;229.006
CND_22;06/09/2026 04:05;" 334° 37' 11.05288""";"  80° 44' 19.66836""";259.959;Atmos PPM;0;1013.25;11.1012;175979.077;9045865.717;120.78;176089.028;9045633.904;78.939;256.724;256.566
CND_1803;06/09/2026 04:06;" 348° 01' 16.84632""";"  78° 12' 07.85368""";498.573;Atmos PPM;0;1013.25;11.1012;175987.779;9046111.314;180.893;176089.028;9045633.904;78.939;488.054;488.028
CND_23;06/09/2026 04:06;" 348° 36' 44.62437""";"  78° 49' 29.24039""";391.407;Atmos PPM;0;1013.25;11.1012;176013.245;9046010.328;154.808;176089.028;9045633.904;78.939;383.951;383.977
CND_20;06/09/2026 04:07;" 359° 04' 44.99813""";"  83° 57' 01.67488""";203.551;Atmos PPM;0;1013.25;11.1012;176085.792;9045836.293;100.394;176089.028;9045633.904;78.939;202.449;202.414
CND_17;06/09/2026 04:07;"  11° 43' 30.83237""";"  86° 38' 51.55643""";208.076;Atmos PPM;0;1013.25;11.1012;176131.257;9045837.284;91.11;176089.028;9045633.904;78.939;207.753;207.717
CND_30002;06/09/2026 06:00;" 289° 14' 45.20854""";"  79° 28' 59.29224""";723.074;Atmos PPM;0;1013.25;11.1012;175417.874;9045868.291;210.953;176089.028;9045633.904;78.939;710.915;710.905
CND_30003;06/09/2026 06:00;" 290° 56' 13.80812""";"  79° 32' 49.46005""";674.096;Atmos PPM;0;1013.25;11.1012;175469.928;9045870.835;201.269;176089.028;9045633.904;78.939;662.894;662.889
CND_30004;06/09/2026 06:00;" 291° 25' 43.81870""";"  79° 52' 55.96825""";637.676;Atmos PPM;0;1013.25;11.1012;175504.701;9045863.296;190.988;176089.028;9045633.904;78.939;627.75;627.742
CND_170_1;06/09/2026 06:00;" 298° 32' 41.30997""";"  79° 40' 27.27306""";508.767;Atmos PPM;0;1013.25;11.1012;175649.375;9045873.11;170.15;176089.028;9045633.904;78.939;500.548;500.514
CND_190_3;06/09/2026 06:01;" 298° 34' 30.31424""";"  78° 59' 20.24912""";594.72;Atmos PPM;0;1013.25;11.1012;175576.404;9045913.163;192.553;176089.028;9045633.904;78.939;583.897;583.754
CND_180_2;06/09/2026 06:01;" 298° 59' 58.97473""";"  79° 34' 22.78806""";553.865;Atmos PPM;0;1013.25;11.1012;175612.641;9045898.019;179.199;176089.028;9045633.904;78.939;544.768;544.704
CND_210_3;06/09/2026 06:01;" 302° 54' 00.08367""";"  78° 03' 49.53558""";629.469;Atmos PPM;0;1013.25;11.1012;175571.985;9045968.456;209.154;176089.028;9045633.904;78.939;616.02;615.84
CND_200_8;06/09/2026 06:01;" 303° 25' 02.88735""";"  78° 15' 52.63466""";598.437;Atmos PPM;0;1013.25;11.1012;175600.008;9045956.627;200.68;176089.028;9045633.904;78.939;586.05;585.91
CND_200_3;06/09/2026 06:01;" 303° 25' 02.75157""";"  78° 15' 51.41563""";598.437;Atmos PPM;0;1013.25;11.1012;175600.008;9045956.626;200.683;176089.028;9045633.904;78.939;586.052;585.91
CND_190_4;06/09/2026 06:01;" 304° 23' 46.28736""";"  78° 35' 20.29348""";568.316;Atmos PPM;0;1013.25;11.1012;175629.391;9045948.636;191.399;176089.028;9045633.904;78.939;557.187;557.066
CND_200_4;06/09/2026 06:01;" 309° 34' 03.31074""";"  77° 58' 11.58185""";577.861;Atmos PPM;0;1013.25;11.1012;175653.397;9045993.937;199.402;176089.028;9045633.904;78.939;565.267;565.153
CND_1505;06/09/2026 06:01;" 310° 59' 43.96684""";"  79° 10' 47.18726""";381.65;Atmos PPM;0;1013.25;11.1012;175806.122;9045879.834;150.595;176089.028;9045633.904;78.939;374.89;374.856
CND_210_4;06/09/2026 06:02;" 311° 21' 23.84218""";"  77° 25' 47.20426""";600.878;Atmos PPM;0;1013.25;11.1012;175648.86;9046021.439;209.735;176089.028;9045633.904;78.939;586.567;586.457
CND_190_5;06/09/2026 06:02;" 312° 12' 17.65814""";"  78° 10' 52.39185""";542.238;Atmos PPM;0;1013.25;11.1012;175695.923;9045990.471;190.018;176089.028;9045633.904;78.939;530.796;530.727
CND_25;06/09/2026 06:02;" 313° 23' 18.97186""";"  82° 24' 42.36370""";237.061;Atmos PPM;0;1013.25;11.1012;175918.278;9045795.337;110.247;176089.028;9045633.904;78.939;235.096;234.981
CND_200_5;06/09/2026 06:02;" 316° 06' 24.82790""";"  77° 35' 27.05675""";562.267;Atmos PPM;0;1013.25;11.1012;175708.352;9046029.648;199.786;176089.028;9045633.904;78.939;549.185;549.115
CND_1401;06/09/2026 06:02;" 317° 46' 11.25771""";"  79° 41' 09.33551""";345.464;Atmos PPM;0;1013.25;11.1012;175860.616;9045885.584;140.8;176089.028;9045633.904;78.939;340.026;339.875
CND_1504;06/09/2026 06:03;" 320° 45' 23.44000""";"  78° 43' 31.05067""";370.088;Atmos PPM;0;1013.25;11.1012;175859.451;9045915.006;151.305;176089.028;9045633.904;78.939;362.974;362.937
CND_210_5;06/09/2026 06:03;" 320° 50' 23.97241""";"  77° 01' 23.10581""";587.595;Atmos PPM;0;1013.25;11.1012;175727.494;9046077.897;210.911;176089.028;9045633.904;78.939;572.641;572.57
CND_190_6;06/09/2026 06:03;" 321° 21' 23.92735""";"  77° 52' 42.17578""";529.233;Atmos PPM;0;1013.25;11.1012;175765.95;9046038.06;190.09;176089.028;9045633.904;78.939;517.464;517.418
CND_26;06/09/2026 06:03;" 321° 48' 35.00645""";"  82° 11' 24.65678""";231.313;Atmos PPM;0;1013.25;11.1012;175947.357;9045814.03;110.375;176089.028;9045633.904;78.939;229.307;229.164
