Point ID;Time;Hz [dms];V [dms];D [m];PPM Type;PPM;Pressure [mBar];Av Temp [°C];Target Easting [m];Target Northing [m];Target Elevation [m];Station Easting [m];Station Northing [m];Station Height [m];Null Measurement [m];Horz Distance [m]
CND_30;06/09/2026 06:03;" 323° 47' 11.63847""";"  80° 41' 07.75907""";257.39;Atmos PPM;0;1013.25;11.1012;175938.989;9045838.843;120.603;176089.028;9045633.904;78.939;254.209;253.991
CND_1402;06/09/2026 06:03;" 325° 03' 33.01417""";"  79° 32' 28.93708""";340.051;Atmos PPM;0;1013.25;11.1012;175897.534;9045908.038;140.675;176089.028;9045633.904;78.939;334.538;334.394
CND_200_6;06/09/2026 06:04;" 325° 15' 03.42063""";"  77° 24' 57.94560""";553.591;Atmos PPM;0;1013.25;11.1012;175781.117;9046077.852;199.569;176089.028;9045633.904;78.939;540.325;540.276
CND_1603;06/09/2026 06:04;" 325° 30' 41.21135""";"  78° 11' 57.53290""";397.915;Atmos PPM;0;1013.25;11.1012;175868.507;9045954.961;160.326;176089.028;9045633.904;78.939;389.496;389.496
CND_210_6;06/09/2026 06:04;" 328° 34' 39.14830""";"  76° 54' 34.09284""";582.155;Atmos PPM;0;1013.25;11.1012;175793.462;9046117.784;210.813;176089.028;9045633.904;78.939;567.059;567.009
CND_1503;06/09/2026 06:04;" 328° 44' 16.97251""";"  78° 43' 01.54728""";367.859;Atmos PPM;0;1013.25;11.1012;175901.847;9045942.283;150.921;176089.028;9045633.904;78.939;360.776;360.741
CND_34;06/09/2026 06:04;" 330° 33' 56.19118""";"  80° 30' 47.74150""";315.764;Atmos PPM;0;1013.25;11.1012;175936.002;9045905.156;130.99;176089.028;9045633.904;78.939;311.606;311.439
CND_200_7;06/09/2026 06:04;" 332° 03' 32.61086""";"  77° 26' 34.43559""";554.822;Atmos PPM;0;1013.25;11.1012;175835.326;9046112.334;199.584;176089.028;9045633.904;78.939;541.571;541.534
CND_27;06/09/2026 06:05;" 332° 40' 56.40021""";"  82° 13' 55.06381""";231.131;Atmos PPM;0;1013.25;11.1012;175983.949;9045837.38;110.183;176089.028;9045633.904;78.939;229.13;229.006
CND_22;06/09/2026 06:05;" 334° 37' 11.00589""";"  80° 44' 21.37866""";259.959;Atmos PPM;0;1013.25;11.1012;175979.077;9045865.717;120.778;176089.028;9045633.904;78.939;256.724;256.567
CND_1803;06/09/2026 06:06;" 348° 01' 16.83117""";"  78° 12' 08.51022""";498.574;Atmos PPM;0;1013.25;11.1012;175987.779;9046111.314;180.892;176089.028;9045633.904;78.939;488.054;488.028
CND_23;06/09/2026 06:06;" 348° 36' 45.86328""";"  78° 49' 28.54292""";391.407;Atmos PPM;0;1013.25;11.1012;176013.248;9046010.329;154.809;176089.028;9045633.904;78.939;383.951;383.977
CND_20;06/09/2026 06:07;" 359° 04' 45.42328""";"  83° 57' 02.26119""";203.551;Atmos PPM;0;1013.25;11.1012;176085.793;9045836.293;100.393;176089.028;9045633.904;78.939;202.449;202.414
CND_17;06/09/2026 06:07;"  11° 43' 30.50215""";"  86° 38' 51.21139""";208.076;Atmos PPM;0;1013.25;11.1012;176131.257;9045837.284;91.11;176089.028;9045633.904;78.939;207.753;207.717
CND_30003;06/09/2026 08:00;" 290° 56' 14.03088""";"  79° 32' 50.56814""";674.096;Atmos PPM;0;1013.25;11.1012;175469.928;9045870.836;201.265;176089.028;9045633.904;78.939;662.894;662.889
CND_30004;06/09/2026 08:00;" 291° 25' 43.95977""";"  79° 52' 56.95377""";637.677;Atmos PPM;0;1013.25;11.1012;175504.7;9045863.296;190.985;176089.028;9045633.904;78.939;627.75;627.742
CND_34;06/09/2026 08:03;" 330° 33' 55.51753""";"  80° 30' 48.07832""";315.764;Atmos PPM;0;1013.25;11.1012;175936.001;9045905.155;130.989;176089.028;9045633.904;78.939;311.606;311.439
CND_27;06/09/2026 08:04;" 332° 40' 56.43706""";"  82° 13' 55.13401""";231.131;Atmos PPM;0;1013.25;11.1012;175983.949;9045837.38;110.183;176089.028;9045633.904;78.939;229.13;229.006
CND_20;06/09/2026 08:06;" 359° 04' 43.64475""";"  83° 57' 01.62232""";203.551;Atmos PPM;0;1013.25;11.1012;176085.791;9045836.293;100.394;176089.028;9045633.904;78.939;202.449;202.414
CND_30002;06/09/2026 10:00;" 289° 14' 42.67067""";"  79° 29' 04.37350""";723.074;Atmos PPM;0;1013.25;11.1012;175417.868;9045868.284;210.935;176089.028;9045633.904;78.939;710.915;710.908
CND_30003;06/09/2026 10:00;" 290° 56' 13.34543""";"  79° 32' 52.67507""";674.095;Atmos PPM;0;1013.25;11.1012;175469.927;9045870.835;201.258;176089.028;9045633.904;78.939;662.894;662.89
CND_30004;06/09/2026 10:00;" 291° 25' 44.01691""";"  79° 53' 00.90846""";637.676;Atmos PPM;0;1013.25;11.1012;175504.699;9045863.297;190.973;176089.028;9045633.904;78.939;627.75;627.744
CND_170_1;06/09/2026 10:00;" 298° 32' 44.10102""";"  79° 40' 28.02403""";508.767;Atmos PPM;0;1013.25;11.1012;175649.378;9045873.116;170.148;176089.028;9045633.904;78.939;500.548;500.514
CND_190_3;06/09/2026 10:00;" 298° 34' 32.04218""";"  78° 59' 20.56037""";594.72;Atmos PPM;0;1013.25;11.1012;175576.406;9045913.167;192.552;176089.028;9045633.904;78.939;583.897;583.754
CND_180_2;06/09/2026 10:01;" 299° 00' 01.99396""";"  79° 34' 27.20862""";553.864;Atmos PPM;0;1013.25;11.1012;175612.643;9045898.027;179.188;176089.028;9045633.904;78.939;544.768;544.705
CND_210_3;06/09/2026 10:01;" 302° 54' 00.71839""";"  78° 03' 49.63061""";629.468;Atmos PPM;0;1013.25;11.1012;175571.987;9045968.457;209.153;176089.028;9045633.904;78.939;616.02;615.839
CND_200_8;06/09/2026 10:01;" 303° 25' 04.84514""";"  78° 15' 52.96228""";598.436;Atmos PPM;0;1013.25;11.1012;175600.011;9045956.631;200.679;176089.028;9045633.904;78.939;586.05;585.91
CND_200_3;06/09/2026 10:01;" 303° 25' 03.89859""";"  78° 15' 53.21500""";598.436;Atmos PPM;0;1013.25;11.1012;175600.009;9045956.629;200.678;176089.028;9045633.904;78.939;586.052;585.91
CND_190_4;06/09/2026 10:01;" 304° 23' 48.68863""";"  78° 35' 21.07904""";568.315;Atmos PPM;0;1013.25;11.1012;175629.395;9045948.641;191.397;176089.028;9045633.904;78.939;557.187;557.065
CND_200_4;06/09/2026 10:01;" 309° 34' 04.69590""";"  77° 58' 11.14268""";577.86;Atmos PPM;0;1013.25;11.1012;175653.4;9045993.939;199.403;176089.028;9045633.904;78.939;565.267;565.152
CND_1505;06/09/2026 10:01;" 310° 59' 44.90598""";"  79° 10' 47.52622""";381.65;Atmos PPM;0;1013.25;11.1012;175806.124;9045879.835;150.594;176089.028;9045633.904;78.939;374.89;374.856
CND_210_4;06/09/2026 10:01;" 311° 21' 27.62183""";"  77° 25' 47.09982""";600.878;Atmos PPM;0;1013.25;11.1012;175648.867;9046021.446;209.735;176089.028;9045633.904;78.939;586.567;586.456
CND_190_5;06/09/2026 10:01;" 312° 12' 21.76853""";"  78° 10' 53.67006""";542.237;Atmos PPM;0;1013.25;11.1012;175695.931;9045990.479;190.014;176089.028;9045633.904;78.939;530.796;530.727
CND_25;06/09/2026 10:02;" 313° 23' 20.14092""";"  82° 24' 41.41938""";237.06;Atmos PPM;0;1013.25;11.1012;175918.28;9045795.338;110.248;176089.028;9045633.904;78.939;235.096;234.98
CND_32;06/09/2026 10:02;" 314° 18' 33.34444""";"  79° 48' 41.00713""";290.794;Atmos PPM;0;1013.25;11.1012;175884.244;9045833.843;130.383;176089.028;9045633.904;78.939;286.496;286.203
CND_200_5;06/09/2026 10:02;" 316° 06' 26.44968""";"  77° 35' 25.19624""";562.266;Atmos PPM;0;1013.25;11.1012;175708.356;9046029.649;199.791;176089.028;9045633.904;78.939;549.185;549.113
CND_1401;06/09/2026 10:02;" 317° 46' 13.89120""";"  79° 41' 11.37194""";345.464;Atmos PPM;0;1013.25;11.1012;175860.619;9045885.587;140.797;176089.028;9045633.904;78.939;340.026;339.875
CND_1602;06/09/2026 10:03;" 317° 50' 29.48493""";"  78° 12' 04.42865""";403.377;Atmos PPM;0;1013.25;11.1012;175824.04;9045926.621;161.43;176089.028;9045633.904;78.939;394.845;394.844
CND_1504;06/09/2026 10:03;" 320° 45' 24.22143""";"  78° 43' 31.93887""";370.087;Atmos PPM;0;1013.25;11.1012;175859.453;9045915.006;151.303;176089.028;9045633.904;78.939;362.974;362.937
CND_210_5;06/09/2026 10:03;" 320° 50' 23.68171""";"  77° 01' 21.76402""";587.595;Atmos PPM;0;1013.25;11.1012;175727.494;9046077.896;210.914;176089.028;9045633.904;78.939;572.641;572.569
CND_190_6;06/09/2026 10:03;" 321° 21' 24.95026""";"  77° 52' 40.49136""";529.232;Atmos PPM;0;1013.25;11.1012;175765.953;9046038.06;190.094;176089.028;9045633.904;78.939;517.464;517.416
CND_1402;06/09/2026 10:04;" 325° 03' 32.94706""";"  79° 32' 27.75908""";340.05;Atmos PPM;0;1013.25;11.1012;175897.534;9045908.037;140.676;176089.028;9045633.904;78.939;334.538;334.393
CND_200_6;06/09/2026 10:04;" 325° 15' 05.35744""";"  77° 24' 56.91730""";553.59;Atmos PPM;0;1013.25;11.1012;175781.122;9046077.854;199.572;176089.028;9045633.904;78.939;540.325;540.275
CND_1603;06/09/2026 10:04;" 325° 30' 42.09429""";"  78° 11' 55.50622""";397.915;Atmos PPM;0;1013.25;11.1012;175868.509;9045954.961;160.33;176089.028;9045633.904;78.939;389.496;389.495
CND_210_6;06/09/2026 10:04;" 328° 34' 40.89819""";"  76° 54' 34.25805""";582.154;Atmos PPM;0;1013.25;11.1012;175793.467;9046117.786;210.813;176089.028;9045633.904;78.939;567.059;567.008
CND_1503;06/09/2026 10:05;" 328° 44' 18.54983""";"  78° 43' 01.45947""";367.858;Atmos PPM;0;1013.25;11.1012;175901.85;9045942.284;150.921;176089.028;9045633.904;78.939;360.776;360.74
CND_34;06/09/2026 10:05;" 330° 33' 57.37186""";"  80° 30' 47.74727""";315.763;Atmos PPM;0;1013.25;11.1012;175936.003;9045905.156;130.99;176089.028;9045633.904;78.939;311.606;311.439
CND_200_7;06/09/2026 10:05;" 332° 03' 32.39193""";"  77° 26' 36.25317""";554.821;Atmos PPM;0;1013.25;11.1012;175835.326;9046112.334;199.579;176089.028;9045633.904;78.939;541.571;541.534
CND_1604;06/09/2026 10:05;" 332° 27' 35.81064""";"  78° 10' 03.28571""";397.113;Atmos PPM;0;1013.25;11.1012;175909.35;9045978.545;160.377;176089.028;9045633.904;78.939;388.706;388.666
CND_27;06/09/2026 10:05;" 332° 40' 55.57492""";"  82° 13' 57.16513""";231.131;Atmos PPM;0;1013.25;11.1012;175983.948;9045837.379;110.181;176089.028;9045633.904;78.939;229.13;229.006
CND_22;06/09/2026 10:06;" 334° 37' 11.39251""";"  80° 44' 18.01971""";259.959;Atmos PPM;0;1013.25;11.1012;175979.078;9045865.717;120.782;176089.028;9045633.904;78.939;256.724;256.566
CND_1403;06/09/2026 10:06;" 335° 13' 51.77343""";"  79° 30' 35.77302""";347.084;Atmos PPM;0;1013.25;11.1012;175946.073;9045943.796;142.139;176089.028;9045633.904;78.939;341.371;341.275
CND_28;06/09/2026 10:07;" 344° 33' 03.47615""";"  82° 31' 32.02631""";242.804;Atmos PPM;0;1013.25;11.1012;176024.92;9045865.949;110.528;176089.028;9045633.904;78.939;240.784;240.737
CND_1803;06/09/2026 10:07;" 348° 01' 17.83907""";"  78° 12' 10.09269""";498.573;Atmos PPM;0;1013.25;11.1012;175987.782;9046111.315;180.888;176089.028;9045633.904;78.939;488.054;488.029
CND_23;06/09/2026 10:08;" 348° 36' 46.40926""";"  78° 49' 27.04601""";391.407;Atmos PPM;0;1013.25;11.1012;176013.249;9046010.328;154.812;176089.028;9045633.904;78.939;383.951;383.976
CND_20;06/09/2026 10:08;" 359° 04' 45.39455""";"  83° 57' 02.64422""";203.551;Atmos PPM;0;1013.25;11.1012;176085.793;9045836.293;100.393;176089.028;9045633.904;78.939;202.449;202.414
CND_30002;06/09/2026 12:00;" 289° 14' 42.18759""";"  79° 29' 03.54165""";723.073;Atmos PPM;0;1013.25;11.1012;175417.869;9045868.282;210.938;176089.028;9045633.904;78.939;710.915;710.907
CND_30003;06/09/2026 12:00;" 290° 56' 11.71500""";"  79° 32' 53.29691""";674.095;Atmos PPM;0;1013.25;11.1012;175469.924;9045870.83;201.256;176089.028;9045633.904;78.939;662.894;662.89
CND_30004;06/09/2026 12:00;" 291° 25' 42.12824""";"  79° 52' 59.77090""";637.675;Atmos PPM;0;1013.25;11.1012;175504.698;9045863.291;190.976;176089.028;9045633.904;78.939;627.75;627.742
CND_170_1;06/09/2026 12:00;" 298° 32' 39.74596""";"  79° 40' 25.67373""";508.766;Atmos PPM;0;1013.25;11.1012;175649.374;9045873.106;170.154;176089.028;9045633.904;78.939;500.548;500.513
CND_190_3;06/09/2026 12:00;" 298° 34' 28.71702""";"  78° 59' 20.34719""";594.719;Atmos PPM;0;1013.25;11.1012;175576.402;9045913.159;192.552;176089.028;9045633.904;78.939;583.897;583.754
CND_180_2;06/09/2026 12:01;" 298° 59' 59.40155""";"  79° 34' 23.90648""";553.864;Atmos PPM;0;1013.25;11.1012;175612.641;9045898.02;179.196;176089.028;9045633.904;78.939;544.768;544.703
CND_210_3;06/09/2026 12:01;" 302° 54' 00.15701""";"  78° 03' 50.05453""";629.468;Atmos PPM;0;1013.25;11.1012;175571.986;9045968.456;209.152;176089.028;9045633.904;78.939;616.02;615.839
CND_200_3;06/09/2026 12:01;" 303° 25' 03.67952""";"  78° 15' 55.84042""";598.436;Atmos PPM;0;1013.25;11.1012;175600.008;9045956.629;200.67;176089.028;9045633.904;78.939;586.052;585.911
CND_200_8;06/09/2026 12:01;" 303° 24' 59.52133""";"  78° 15' 54.30776""";598.436;Atmos PPM;0;1013.25;11.1012;175600.002;9045956.619;200.675;176089.028;9045633.904;78.939;586.05;585.91
CND_190_4;06/09/2026 12:01;" 304° 23' 46.07071""";"  78° 35' 23.63513""";568.315;Atmos PPM;0;1013.25;11.1012;175629.39;9045948.636;191.39;176089.028;9045633.904;78.939;557.187;557.067
CND_200_4;06/09/2026 12:01;" 309° 34' 03.49174""";"  77° 58' 10.99463""";577.86;Atmos PPM;0;1013.25;11.1012;175653.398;9045993.936;199.403;176089.028;9045633.904;78.939;565.267;565.152
CND_1505;06/09/2026 12:01;" 310° 59' 42.42309""";"  79° 10' 43.31283""";381.65;Atmos PPM;0;1013.25;11.1012;175806.122;9045879.831;150.602;176089.028;9045633.904;78.939;374.89;374.854
CND_210_4;06/09/2026 12:01;" 311° 21' 25.13266""";"  77° 25' 48.31713""";600.877;Atmos PPM;0;1013.25;11.1012;175648.862;9046021.441;209.732;176089.028;9045633.904;78.939;586.567;586.456
CND_190_5;06/09/2026 12:02;" 312° 12' 18.55170""";"  78° 10' 51.85699""";542.236;Atmos PPM;0;1013.25;11.1012;175695.926;9045990.472;190.019;176089.028;9045633.904;78.939;530.796;530.726
CND_25;06/09/2026 12:02;" 313° 23' 18.45581""";"  82° 24' 39.96892""";237.06;Atmos PPM;0;1013.25;11.1012;175918.279;9045795.336;110.25;176089.028;9045633.904;78.939;235.096;234.98
CND_32;06/09/2026 12:02;" 314° 18' 30.17238""";"  79° 48' 43.05900""";290.794;Atmos PPM;0;1013.25;11.1012;175884.241;9045833.84;130.38;176089.028;9045633.904;78.939;286.496;286.203
CND_200_5;06/09/2026 12:02;" 316° 06' 22.90884""";"  77° 35' 25.87336""";562.267;Atmos PPM;0;1013.25;11.1012;175708.349;9046029.643;199.789;176089.028;9045633.904;78.939;549.185;549.114
CND_1401;06/09/2026 12:03;" 317° 46' 12.14887""";"  79° 41' 12.99115""";345.464;Atmos PPM;0;1013.25;11.1012;175860.616;9045885.585;140.794;176089.028;9045633.904;78.939;340.026;339.875
CND_1602;06/09/2026 12:03;" 317° 50' 28.68418""";"  78° 12' 05.28513""";403.377;Atmos PPM;0;1013.25;11.1012;175824.038;9045926.62;161.429;176089.028;9045633.904;78.939;394.845;394.845
CND_1504;06/09/2026 12:03;" 320° 45' 21.78709""";"  78° 43' 32.32483""";370.087;Atmos PPM;0;1013.25;11.1012;175859.45;9045915.003;151.303;176089.028;9045633.904;78.939;362.974;362.937
CND_210_5;06/09/2026 12:03;" 320° 50' 24.15350""";"  77° 01' 22.56583""";587.594;Atmos PPM;0;1013.25;11.1012;175727.496;9046077.896;210.912;176089.028;9045633.904;78.939;572.641;572.569
CND_190_6;06/09/2026 12:03;" 321° 21' 24.33431""";"  77° 52' 42.74818""";529.232;Atmos PPM;0;1013.25;11.1012;175765.951;9046038.06;190.088;176089.028;9045633.904;78.939;517.464;517.418
CND_1402;06/09/2026 12:03;" 325° 03' 29.82815""";"  79° 32' 28.65753""";340.05;Atmos PPM;0;1013.25;11.1012;175897.53;9045908.034;140.675;176089.028;9045633.904;78.939;334.538;334.393
CND_200_6;06/09/2026 12:04;" 325° 15' 04.46777""";"  77° 24' 58.88883""";553.59;Atmos PPM;0;1013.25;11.1012;175781.12;9046077.853;199.567;176089.028;9045633.904;78.939;540.325;540.276
CND_1603;06/09/2026 12:04;" 325° 30' 38.81507""";"  78° 11' 57.90193""";397.914;Atmos PPM;0;1013.25;11.1012;175868.503;9045954.958;160.325;176089.028;9045633.904;78.939;389.496;389.495
CND_210_6;06/09/2026 12:04;" 328° 34' 38.56601""";"  76° 54' 34.50197""";582.154;Atmos PPM;0;1013.25;11.1012;175793.461;9046117.782;210.812;176089.028;9045633.904;78.939;567.059;567.008
CND_1503;06/09/2026 12:04;" 328° 44' 15.92556""";"  78° 43' 02.28516""";367.858;Atmos PPM;0;1013.25;11.1012;175901.846;9045942.282;150.919;176089.028;9045633.904;78.939;360.776;360.741
CND_34;06/09/2026 12:04;" 330° 33' 55.24899""";"  80° 30' 50.56960""";315.763;Atmos PPM;0;1013.25;11.1012;175936;9045905.155;130.985;176089.028;9045633.904;78.939;311.606;311.439
CND_200_7;06/09/2026 12:04;" 332° 03' 31.62029""";"  77° 26' 35.07979""";554.821;Atmos PPM;0;1013.25;11.1012;175835.324;9046112.332;199.582;176089.028;9045633.904;78.939;541.571;541.534
CND_1604;06/09/2026 12:04;" 332° 27' 33.10349""";"  78° 10' 04.80719""";397.113;Atmos PPM;0;1013.25;11.1012;175909.345;9045978.543;160.375;176089.028;9045633.904;78.939;388.706;388.666
CND_27;06/09/2026 12:05;" 332° 40' 57.66505""";"  82° 13' 55.89817""";231.131;Atmos PPM;0;1013.25;11.1012;175983.95;9045837.38;110.182;176089.028;9045633.904;78.939;229.13;229.006
CND_22;06/09/2026 12:05;" 334° 37' 09.59208""";"  80° 44' 17.38888""";259.959;Atmos PPM;0;1013.25;11.1012;175979.076;9045865.716;120.783;176089.028;9045633.904;78.939;256.724;256.566
CND_1403;06/09/2026 12:05;" 335° 13' 49.90568""";"  79° 30' 35.89434""";347.084;Atmos PPM;0;1013.25;11.1012;175946.071;9045943.795;142.139;176089.028;9045633.904;78.939;341.371;341.275
CND_28;06/09/2026 12:06;" 344° 33' 00.95561""";"  82° 31' 31.72048""";242.804;Atmos PPM;0;1013.25;11.1012;176024.917;9045865.948;110.528;176089.028;9045633.904;78.939;240.784;240.737
CND_1803;06/09/2026 12:06;" 348° 01' 17.31441""";"  78° 12' 08.58839""";498.573;Atmos PPM;0;1013.25;11.1012;175987.781;9046111.314;180.891;176089.028;9045633.904;78.939;488.054;488.028
CND_23;06/09/2026 12:06;" 348° 36' 45.49120""";"  78° 49' 27.12967""";391.407;Atmos PPM;0;1013.25;11.1012;176013.247;9046010.328;154.812;176089.028;9045633.904;78.939;383.951;383.975
CND_20;06/09/2026 12:07;" 359° 04' 44.84385""";"  83° 57' 02.42575""";203.55;Atmos PPM;0;1013.25;11.1012;176085.792;9045836.292;100.393;176089.028;9045633.904;78.939;202.449;202.414
CND_30002;06/09/2026 14:00;" 289° 14' 45.12841""";"  79° 29' 00.00120""";723.073;Atmos PPM;0;1013.25;11.1012;175417.874;9045868.291;210.95;176089.028;9045633.904;78.939;710.915;710.904
CND_30003;06/09/2026 14:00;" 290° 56' 15.14983""";"  79° 32' 49.54327""";674.095;Atmos PPM;0;1013.25;11.1012;175469.931;9045870.839;201.268;176089.028;9045633.904;78.939;662.894;662.888
CND_30004;06/09/2026 14:00;" 291° 25' 45.31417""";"  79° 52' 56.63672""";637.675;Atmos PPM;0;1013.25;11.1012;175504.703;9045863.3;190.986;176089.028;9045633.904;78.939;627.75;627.741
CND_170_1;06/09/2026 14:00;" 298° 32' 41.57931""";"  79° 40' 25.83508""";508.766;Atmos PPM;0;1013.25;11.1012;175649.376;9045873.11;170.153;176089.028;9045633.904;78.939;500.548;500.513
CND_190_3;06/09/2026 14:00;" 298° 34' 30.57989""";"  78° 59' 18.73072""";594.719;Atmos PPM;0;1013.25;11.1012;175576.406;9045913.163;192.557;176089.028;9045633.904;78.939;583.897;583.753
CND_180_2;06/09/2026 14:01;" 299° 00' 00.13748""";"  79° 34' 22.44605""";553.864;Atmos PPM;0;1013.25;11.1012;175612.643;9045898.022;179.2;176089.028;9045633.904;78.939;544.768;544.703
CND_210_3;06/09/2026 14:01;" 302° 54' 00.54302""";"  78° 03' 48.33780""";629.468;Atmos PPM;0;1013.25;11.1012;175571.987;9045968.456;209.157;176089.028;9045633.904;78.939;616.02;615.838
CND_200_8;06/09/2026 14:01;" 303° 25' 03.97556""";"  78° 15' 53.15752""";598.436;Atmos PPM;0;1013.25;11.1012;175600.01;9045956.629;200.678;176089.028;9045633.904;78.939;586.05;585.91
CND_200_3;06/09/2026 14:01;" 303° 25' 03.59700""";"  78° 15' 53.20935""";598.436;Atmos PPM;0;1013.25;11.1012;175600.009;9045956.628;200.678;176089.028;9045633.904;78.939;586.052;585.91
CND_190_4;06/09/2026 14:01;" 304° 23' 48.01318""";"  78° 35' 20.91719""";568.315;Atmos PPM;0;1013.25;11.1012;175629.395;9045948.64;191.397;176089.028;9045633.904;78.939;557.187;557.065
CND_200_4;06/09/2026 14:01;" 309° 34' 04.15935""";"  77° 58' 10.12017""";577.86;Atmos PPM;0;1013.25;11.1012;175653.4;9045993.937;199.406;176089.028;9045633.904;78.939;565.267;565.151
CND_1505;06/09/2026 14:01;" 310° 59' 42.73837""";"  79° 10' 43.39224""";381.649;Atmos PPM;0;1013.25;11.1012;175806.122;9045879.831;150.602;176089.028;9045633.904;78.939;374.89;374.854
CND_210_4;06/09/2026 14:01;" 311° 21' 23.96805""";"  77° 25' 45.62959""";600.877;Atmos PPM;0;1013.25;11.1012;175648.861;9046021.438;209.74;176089.028;9045633.904;78.939;586.567;586.455
CND_190_5;06/09/2026 14:01;" 312° 12' 19.21401""";"  78° 10' 51.17593""";542.236;Atmos PPM;0;1013.25;11.1012;175695.928;9045990.473;190.021;176089.028;9045633.904;78.939;530.796;530.725
CND_25;06/09/2026 14:02;" 313° 23' 18.80238""";"  82° 24' 41.18178""";237.06;Atmos PPM;0;1013.25;11.1012;175918.279;9045795.337;110.249;176089.028;9045633.904;78.939;235.096;234.98
CND_32;06/09/2026 14:02;" 314° 18' 32.22393""";"  79° 48' 42.22593""";290.794;Atmos PPM;0;1013.25;11.1012;175884.243;9045833.842;130.381;176089.028;9045633.904;78.939;286.496;286.203
CND_200_5;06/09/2026 14:02;" 316° 06' 25.85011""";"  77° 35' 26.18028""";562.266;Atmos PPM;0;1013.25;11.1012;175708.355;9046029.648;199.788;176089.028;9045633.904;78.939;549.185;549.113
CND_1401;06/09/2026 14:02;" 317° 46' 13.35740""";"  79° 41' 09.61214""";345.464;Atmos PPM;0;1013.25;11.1012;175860.619;9045885.586;140.8;176089.028;9045633.904;78.939;340.026;339.874
CND_1602;06/09/2026 14:03;" 317° 50' 29.48998""";"  78° 12' 04.28635""";403.377;Atmos PPM;0;1013.25;11.1012;175824.04;9045926.621;161.43;176089.028;9045633.904;78.939;394.845;394.844
