point_id,seg,waktu,cycle,d_rad,d_tan,dZ,d_rad_c,d_tan_c,dZ_c,jarak_m
CND_30002,0,2026-09-12 00:00,124,-5.05,-0.704,7.5,-2.883,1.748,10.083,710.906
CND_30002,0,2026-09-12 02:00,125,-4.391,-2.593,4.5,-2.206,-0.551,7.103,710.906
CND_30002,0,2026-09-12 04:00,126,-4.061,-3.537,1.5,-1.859,-2.293,4.124,710.906
CND_30002,0,2026-09-12 06:00,127,-2.787,-4.151,-1.5,-0.568,-1.27,1.145,710.906
CND_30002,0,2026-09-12 08:00,128,-1.798,-6.983,-17.5,0.438,8.045,-14.835,710.906
CND_30002,0,2026-09-12 10:00,129,-1.798,-6.983,-12.5,0.456,2.058,-9.814,710.906
CND_30002,0,2026-09-12 12:00,130,0.479,10.76,-24.5,2.75,5.421,-21.793,710.906
CND_30002,0,2026-09-12 14:00,131,-4.106,-0.375,-1.5,-1.818,0.02,1.227,710.906
CND_30002,0,2026-09-12 16:00,132,-2.787,-4.151,-8.5,-0.482,-1.529,-5.752,710.906
CND_30002,0,2026-09-12 18:00,133,-3.447,-2.263,-1.5,-1.124,-2.407,1.269,710.906
CND_30002,0,2026-09-12 20:00,134,-4.63,-7.972,2.5,-2.29,-6.142,5.289,710.906
CND_30002,0,2026-09-12 22:00,135,-3.117,-3.207,2.5,-0.759,-2.55,5.31,710.906
CND_30002,0,2026-09-13 00:00,136,-3.776,-1.319,0.5,-1.401,-0.435,3.331,710.906
CND_30002,0,2026-09-13 02:00,137,-2.503,-1.933,-2.5,-0.11,0.0,0.351,710.906
CND_30002,0,2026-09-13 04:00,138,-2.832,-0.989,-2.5,-0.423,-1.189,0.372,710.906
CND_30002,0,2026-09-13 06:00,139,-3.402,-5.425,0.5,-0.975,-0.769,3.393,710.906
CND_30002,0,2026-09-13 08:00,140,-2.413,-8.257,-9.5,0.032,-3.543,-6.587,710.906
CND_30002,0,2026-09-13 10:00,141,-0.989,2.832,-20.5,1.473,12.039,-17.566,710.906
CND_30003,0,2026-09-01 14:00,0,-0.894,2.335,2.0,-0.894,0.213,2.0,662.889
CND_30003,0,2026-09-01 16:00,1,0.179,-0.467,0.0,0.195,-2.018,0.021,662.889
CND_30003,0,2026-09-01 18:00,2,-0.179,0.467,1.0,-0.146,0.467,1.041,662.889
CND_30003,0,2026-09-01 20:00,3,1.113,-0.11,-1.0,1.161,0.59,-0.938,662.889
CND_30003,0,2026-09-01 22:00,4,0.536,-1.401,0.0,0.601,-1.084,0.083,662.889
CND_30003,0,2026-09-02 00:00,5,0.04,2.692,0.0,0.121,2.692,0.103,662.889
CND_30003,0,2026-09-02 02:00,6,0.04,2.692,1.0,0.137,2.692,1.124,662.889
CND_30003,0,2026-09-02 04:00,7,0.755,0.824,-1.0,0.868,-0.255,-0.855,662.889
CND_30003,0,2026-09-02 06:00,8,1.113,-0.11,-3.0,1.242,-0.949,-2.835,662.889
CND_30003,0,2026-09-02 08:00,9,1.47,-1.043,-8.0,1.616,7.509,-7.814,662.889
CND_30003,0,2026-09-02 10:00,10,2.819,-10.164,-17.0,2.981,-8.841,-16.793,662.889
CND_30003,0,2026-09-02 12:00,11,2.785,12.308,-20.0,2.962,0.614,-19.773,662.889
CND_30003,0,2026-09-02 14:00,12,0.917,11.594,-11.0,1.111,-0.101,-10.752,662.889
CND_30003,0,2026-09-02 16:00,13,-0.236,9.011,-1.0,-0.026,-0.782,-0.731,662.889
CND_30003,0,2026-09-02 18:00,14,0.974,3.05,-2.0,1.201,1.866,-1.711,662.889
CND_30003,0,2026-09-02 20:00,15,0.974,3.05,-4.0,1.217,1.912,-3.69,662.889
CND_30003,0,2026-09-02 22:00,16,0.04,2.692,0.0,0.299,0.838,0.331,662.889
CND_30003,0,2026-09-03 00:00,17,-0.317,3.626,1.0,-0.042,1.035,1.351,662.889
CND_30003,0,2026-09-03 02:00,18,0.04,2.692,3.0,0.331,-0.226,3.372,662.889
CND_30003,0,2026-09-03 04:00,19,0.04,2.692,2.0,0.348,-0.023,2.393,662.889
CND_30003,0,2026-09-03 06:00,20,0.179,-0.467,3.0,0.502,1.095,3.413,662.889
CND_30003,0,2026-09-03 08:00,21,0.894,-2.335,-9.0,1.233,6.007,-8.566,662.889
CND_30003,0,2026-09-03 10:00,22,1.17,-8.653,-8.0,1.526,-6.394,-7.545,662.889
CND_30003,0,2026-09-03 12:00,23,-1.747,7.362,3.0,-1.375,-1.165,3.475,662.889
CND_30003,0,2026-09-03 14:00,24,2.566,10.083,-18.0,2.954,-2.118,-17.504,662.889
CND_30003,0,2026-09-03 16:00,25,-1.528,9.587,4.0,-1.124,3.156,4.517,662.889
CND_30003,0,2026-09-03 18:00,26,-0.179,0.467,-1.0,0.242,0.207,-0.463,662.889
CND_30003,0,2026-09-03 20:00,27,0.179,-0.467,-1.0,0.615,-0.317,-0.442,662.889
CND_30003,0,2026-09-03 22:00,28,0.179,-0.467,3.0,0.631,-0.467,3.579,662.889
CND_30003,0,2026-09-04 00:00,29,0.755,0.824,-2.0,1.224,0.268,-1.401,662.889
CND_30003,0,2026-09-04 02:00,30,0.179,-0.467,-1.0,0.664,-0.947,-0.38,662.889
CND_30003,0,2026-09-04 04:00,31,0.755,0.824,-1.0,1.256,-0.61,-0.36,662.889
CND_30003,0,2026-09-04 06:00,32,1.251,-3.269,-1.0,1.768,-0.0,-0.339,662.889
CND_30003,0,2026-09-04 08:00,33,-0.259,-4.918,-2.0,0.274,0.305,-1.318,662.889
CND_30003,0,2026-09-04 10:00,34,-1.032,5.494,1.0,-0.482,8.248,1.702,662.889
CND_30003,0,2026-09-04 12:00,35,1.136,13.819,-11.0,1.702,4.731,-10.277,662.889
CND_30003,0,2026-09-04 14:00,36,3.085,19.918,-19.0,3.666,9.989,-18.256,662.889
CND_30003,0,2026-09-04 16:00,37,-1.089,14.038,2.0,-0.491,1.122,2.764,662.889
CND_30003,0,2026-09-04 18:00,38,0.179,-0.467,-2.0,0.793,0.037,-1.215,662.889
CND_30003,0,2026-09-04 20:00,39,-0.259,-4.918,5.0,0.371,-3.9,5.806,662.889
CND_30003,0,2026-09-04 22:00,40,-0.755,-0.824,5.0,-0.109,-0.426,5.826,662.889
CND_30003,0,2026-09-05 00:00,41,0.398,1.758,-1.0,1.061,0.845,-0.153,662.889
CND_30003,0,2026-09-05 02:00,42,-0.179,0.467,4.0,0.5,0.434,4.868,662.889
CND_30003,0,2026-09-05 04:00,43,0.755,0.824,-2.0,1.45,0.494,-1.112,662.889
CND_30003,0,2026-09-05 06:00,44,-0.259,-4.918,1.0,0.452,0.929,1.909,662.889
CND_30003,0,2026-09-05 08:00,45,-0.202,-13.461,-3.0,0.525,-1.228,-2.07,662.889
CND_30003,0,2026-09-05 10:00,46,1.089,-14.038,-7.0,1.833,-9.573,-6.05,662.889
CND_30003,0,2026-09-05 12:00,47,0.698,9.368,-10.0,1.457,2.767,-9.029,662.889
CND_30003,0,2026-09-05 14:00,48,1.274,10.66,-11.0,2.05,1.841,-10.008,662.889
CND_30003,0,2026-09-05 16:00,49,0.34,10.302,-3.0,1.132,-0.796,-1.988,662.889
CND_30003,0,2026-09-05 18:00,50,-0.536,1.401,1.0,0.272,3.914,2.033,662.889
CND_30003,0,2026-09-05 20:00,51,0.398,1.758,-1.0,1.222,4.416,0.054,662.889
CND_30003,0,2026-09-05 22:00,52,0.894,-2.335,-4.0,1.734,0.235,-2.926,662.889
CND_30003,0,2026-09-06 00:00,53,-0.04,-2.692,-1.0,0.816,-2.065,0.095,662.889
CND_30003,0,2026-09-06 02:00,54,-0.398,-1.758,0.0,0.475,-1.041,1.116,662.889
CND_30003,0,2026-09-06 04:00,55,-1.113,0.11,0.0,-0.224,0.51,1.136,662.889
CND_30003,0,2026-09-06 06:00,56,-0.179,0.467,0.0,0.727,1.131,1.157,662.889
CND_30003,0,2026-09-06 08:00,57,0.179,-0.467,-4.0,1.1,-0.467,-2.822,662.889
CND_30003,0,2026-09-06 10:00,58,0.755,0.824,-11.0,1.693,6.378,-9.802,662.889
CND_30003,0,2026-09-06 12:00,59,1.77,6.566,-13.0,2.724,6.015,-11.781,662.889
CND_30003,0,2026-09-06 14:00,60,-1.551,-4.341,-1.0,-0.581,-1.648,0.24,662.889
CND_30003,0,2026-09-06 16:00,61,-1.113,0.11,-1.0,-0.127,1.896,0.26,662.889
CND_30003,0,2026-09-06 18:00,62,-0.755,-0.824,0.0,0.247,0.794,1.281,662.889
CND_30003,0,2026-09-06 20:00,63,-0.398,-1.758,1.0,0.621,0.905,2.302,662.889
CND_30003,0,2026-09-06 22:00,64,-0.755,-0.824,2.0,0.279,0.978,3.322,662.889
CND_30003,0,2026-09-07 00:00,65,0.179,-0.467,0.0,1.229,0.701,1.343,662.889
CND_30003,0,2026-09-07 02:00,66,-0.755,-0.824,2.0,0.312,0.548,3.364,662.889
CND_30003,0,2026-09-07 04:00,67,-0.04,-2.692,0.0,1.043,-0.0,1.384,662.889
CND_30003,0,2026-09-07 06:00,68,0.317,-3.626,-1.0,1.416,-0.574,0.405,662.889
CND_30003,0,2026-09-07 08:00,69,-1.413,-7.5,2.0,-0.297,0.251,3.426,662.889
CND_30003,0,2026-09-07 10:00,70,-1.113,0.11,2.0,0.019,2.524,3.446,662.889
CND_30003,0,2026-09-07 12:00,71,-0.732,13.104,-3.0,0.416,8.968,-1.533,662.889
CND_30003,0,2026-09-07 14:00,72,0.836,6.209,-12.0,2.0,-2.428,-10.512,662.889
CND_30003,0,2026-09-07 18:00,73,-1.113,0.11,3.0,0.084,2.991,4.529,662.889
CND_30003,0,2026-09-07 20:00,74,-0.755,-0.824,0.0,0.457,1.246,1.55,662.889
CND_30003,0,2026-09-07 22:00,75,0.179,-0.467,-3.0,1.407,0.889,-1.43,662.889
CND_30003,0,2026-09-08 00:00,76,-0.179,0.467,-1.0,1.066,1.482,0.591,662.889
CND_30003,0,2026-09-08 02:00,77,-0.398,-1.758,-3.0,0.863,-0.444,-1.388,662.889
CND_30003,0,2026-09-08 04:00,78,-0.179,0.467,-2.0,1.098,0.635,-0.368,662.889
CND_30003,0,2026-09-08 06:00,79,-0.04,-2.692,0.0,1.253,-1.532,1.653,662.889
CND_30003,0,2026-09-08 08:00,80,-2.289,-16.402,6.0,-0.98,-4.079,7.674,662.889
CND_30003,0,2026-09-08 10:00,81,0.951,-10.879,-13.0,2.277,-5.027,-11.306,662.889
CND_30003,0,2026-09-08 12:00,82,2.023,-13.68,-16.0,3.365,-10.482,-14.285,662.889
CND_30003,0,2026-09-08 14:00,83,0.479,7.143,-9.0,1.836,5.011,-7.264,662.889
CND_30003,0,2026-09-08 16:00,84,0.179,-0.467,-8.0,1.553,2.868,-6.244,662.889
CND_30003,0,2026-09-08 18:00,85,-0.398,-1.758,-4.0,0.992,1.281,-2.223,662.889
CND_30003,0,2026-09-08 20:00,86,-0.04,-2.692,-6.0,1.366,-0.058,-4.202,662.889
CND_30003,0,2026-09-08 22:00,87,-0.755,-0.824,-1.0,0.667,1.338,0.818,662.889
CND_30003,0,2026-09-09 02:00,89,-0.755,-0.824,-2.0,0.7,0.168,-0.14,662.889
CND_30003,0,2026-09-09 04:00,90,0.04,2.692,-4.0,1.511,3.361,-2.12,662.889
CND_30003,0,2026-09-09 06:00,91,-1.113,0.11,0.0,0.375,1.11,1.901,662.889
CND_30003,0,2026-09-09 08:00,92,-1.274,-10.66,-1.0,0.229,0.784,0.921,662.889
CND_30003,0,2026-09-09 10:00,93,-0.34,-10.302,-4.0,1.179,-5.859,-2.058,662.889
CND_30003,0,2026-09-09 12:00,94,-0.87,16.263,-5.0,0.665,11.825,-3.037,662.889
CND_30003,0,2026-09-09 14:00,95,1.332,2.116,-17.0,2.884,-1.588,-15.017,662.889
CND_30003,0,2026-09-09 16:00,96,-0.04,-2.692,-10.0,1.528,-1.496,-7.996,662.889
CND_30003,0,2026-09-09 18:00,97,-0.974,-3.05,-4.0,0.61,0.974,-1.975,662.889
CND_30003,0,2026-09-09 20:00,98,-0.755,-0.824,-3.0,0.845,1.753,-0.955,662.889
CND_30003,0,2026-09-09 22:00,99,-1.113,0.11,-1.0,0.504,3.083,1.066,662.889
CND_30003,0,2026-09-10 00:00,100,-0.398,-1.758,-3.0,1.235,0.341,-0.913,662.889
CND_30003,0,2026-09-10 02:00,101,-1.113,0.11,-1.0,0.536,0.248,1.107,662.889
CND_30003,0,2026-09-10 04:00,102,-0.179,0.467,-3.0,1.486,1.189,-0.872,662.889
CND_30003,0,2026-09-10 06:00,103,-0.536,1.401,-2.0,1.145,2.666,0.149,662.889
CND_30003,0,2026-09-10 08:00,104,-2.208,-11.017,4.0,-0.511,1.485,6.169,662.889
CND_30003,0,2026-09-10 10:00,105,1.885,-10.521,-19.0,3.599,-4.074,-16.81,662.889
CND_30003,0,2026-09-10 12:00,106,1.551,4.341,-18.0,3.281,0.842,-15.789,662.889
CND_30003,0,2026-09-10 14:00,107,-0.075,19.78,-10.0,1.671,13.185,-7.769,662.889
CND_30003,0,2026-09-10 16:00,108,-1.113,0.11,-10.0,0.649,2.915,-7.748,662.889
CND_30003,0,2026-09-10 18:00,109,-1.332,-2.116,-4.0,0.446,0.787,-1.727,662.889
CND_30003,0,2026-09-10 20:00,110,-1.332,-2.116,-2.0,0.463,0.69,0.293,662.889
CND_30003,0,2026-09-10 22:00,111,-0.179,0.467,-4.0,1.632,2.61,-1.686,662.889
CND_30003,0,2026-09-11 00:00,112,-1.689,-1.182,0.0,0.137,-0.368,2.335,662.889
CND_30003,0,2026-09-11 02:00,113,-1.47,1.043,-1.0,0.373,3.147,1.355,662.889
CND_30003,0,2026-09-11 04:00,114,-1.47,1.043,-1.0,0.389,1.619,1.376,662.889
CND_30003,0,2026-09-11 06:00,115,-0.974,-3.05,-3.0,0.901,0.11,-0.603,662.889
CND_30003,0,2026-09-11 08:00,116,0.455,-6.785,-10.0,2.347,4.176,-7.583,662.889
CND_30003,0,2026-09-11 10:00,117,0.098,-5.852,-14.0,2.005,-1.019,-11.562,662.889
CND_30003,0,2026-09-11 12:00,118,3.476,-3.488,-30.0,5.4,-8.485,-27.541,662.889
CND_30003,0,2026-09-11 14:00,119,-0.179,0.467,-12.0,1.761,-3.741,-9.521,662.889
CND_30003,0,2026-09-11 16:00,120,-0.755,-0.824,-5.0,1.201,3.083,-2.5,662.889
CND_30003,0,2026-09-11 18:00,121,-1.47,1.043,-4.0,0.502,3.53,-1.479,662.889
CND_30003,0,2026-09-11 20:00,122,-0.617,-3.984,-7.0,1.371,-0.682,-4.459,662.889
CND_30003,0,2026-09-11 22:00,123,-1.908,-3.407,-2.0,0.096,0.092,0.562,662.889
CND_30003,0,2026-09-12 00:00,124,-1.908,-3.407,2.0,0.112,-1.12,4.583,662.889
CND_30003,0,2026-09-12 02:00,125,-2.404,0.686,0.0,-0.367,2.59,2.603,662.889
CND_30003,0,2026-09-12 04:00,126,-1.827,1.977,0.0,0.225,3.137,2.624,662.889
CND_30003,0,2026-09-12 06:00,127,-1.689,-1.182,-4.0,0.38,1.505,-1.355,662.889
CND_30003,0,2026-09-12 08:00,128,-2.208,-11.017,0.0,-0.123,2.996,2.665,662.889
CND_30003,0,2026-09-12 10:00,129,-1.551,-4.341,-3.0,0.551,4.089,-0.314,662.889
CND_30003,0,2026-09-12 12:00,130,1.193,5.275,-16.0,3.311,0.297,-13.293,662.889
CND_30003,0,2026-09-12 14:00,131,-0.455,6.785,-7.0,1.678,7.153,-4.273,662.889
CND_30003,0,2026-09-12 16:00,132,-0.755,-0.824,-6.0,1.395,1.621,-3.252,662.889
CND_30003,0,2026-09-12 18:00,133,-1.47,1.043,-3.0,0.696,0.909,-0.231,662.889
CND_30003,0,2026-09-12 20:00,134,-2.266,-2.473,-1.0,-0.083,-0.766,1.789,662.889
CND_30003,0,2026-09-12 22:00,135,-1.689,-1.182,2.0,0.509,-0.569,4.81,662.889
CND_30003,0,2026-09-13 00:00,136,-0.755,-0.824,-5.0,1.459,0.0,-2.169,662.889
CND_30003,0,2026-09-13 02:00,137,-0.398,-1.758,-6.0,1.833,0.044,-3.149,662.889
CND_30003,0,2026-09-13 04:00,138,-1.113,0.11,-3.0,1.134,-0.077,-0.128,662.889
CND_30003,0,2026-09-13 06:00,139,-1.551,-4.341,-1.0,0.712,0.0,1.893,662.889
CND_30003,0,2026-09-13 08:00,140,-2.127,-5.632,-2.0,0.152,-1.237,0.913,662.889
CND_30003,0,2026-09-13 10:00,141,-1.274,-10.66,-3.0,1.021,-2.075,-0.066,662.889
CND_30004,0,2026-09-01 14:00,0,1.496,1.662,-12.0,1.496,-0.348,-12.0,627.742
CND_30004,0,2026-09-01 16:00,1,0.565,1.296,-7.0,0.581,-0.173,-6.979,627.742
CND_30004,0,2026-09-01 18:00,2,0.0,-0.0,1.0,0.031,-0.0,1.041,627.742
CND_30004,0,2026-09-01 20:00,3,0.0,-0.0,-1.0,0.046,0.662,-0.938,627.742
CND_30004,0,2026-09-01 22:00,4,0.0,-0.0,1.0,0.061,0.3,1.083,627.742
CND_30004,0,2026-09-02 00:00,5,0.0,-0.0,2.0,0.077,-0.0,2.103,627.742
CND_30004,0,2026-09-02 02:00,6,0.0,-0.0,4.0,0.092,-0.0,4.124,627.742
CND_30004,0,2026-09-02 04:00,7,0.565,1.296,1.0,0.673,0.275,1.145,627.742
CND_30004,0,2026-09-02 06:00,8,1.131,2.593,-1.0,1.253,1.798,-0.835,627.742
CND_30004,0,2026-09-02 08:00,9,1.993,-7.812,-12.0,2.13,0.287,-11.814,627.742
CND_30004,0,2026-09-02 10:00,10,1.427,-9.108,-11.0,1.58,-7.855,-10.793,627.742
CND_30004,0,2026-09-02 12:00,11,3.689,-3.923,-28.0,3.857,-14.998,-27.773,627.742
CND_30004,0,2026-09-02 14:00,12,-0.062,19.313,-6.0,0.122,8.239,-5.752,627.742
CND_30004,0,2026-09-02 16:00,13,0.634,12.066,-5.0,0.834,2.793,-4.731,627.742
CND_30004,0,2026-09-02 18:00,14,0.0,-0.0,0.0,0.214,-1.12,0.289,627.742
CND_30004,0,2026-09-02 20:00,15,0.931,0.365,-3.0,1.16,-0.712,-2.69,627.742
CND_30004,0,2026-09-02 22:00,16,0.931,0.365,-7.0,1.176,-1.39,-6.669,627.742
CND_30004,0,2026-09-03 00:00,17,0.765,3.523,0.0,1.026,1.07,0.351,627.742
CND_30004,0,2026-09-03 02:00,18,-0.165,3.158,4.0,0.11,0.394,4.372,627.742
CND_30004,0,2026-09-03 04:00,19,-0.531,4.089,3.0,-0.24,1.517,3.393,627.742
CND_30004,0,2026-09-03 06:00,20,-0.365,0.931,3.0,-0.059,2.41,3.413,627.742
CND_30004,0,2026-09-03 08:00,21,0.331,-6.316,-9.0,0.652,1.583,-8.566,627.742
CND_30004,0,2026-09-03 10:00,22,0.8,8.908,-11.0,1.137,11.048,-10.545,627.742
CND_30004,0,2026-09-03 12:00,23,1.862,0.731,-14.0,2.214,-7.344,-13.525,627.742
CND_30004,0,2026-09-03 14:00,24,3.062,14.093,-21.0,3.429,2.539,-20.504,627.742
CND_30004,0,2026-09-03 16:00,25,-1.427,9.108,4.0,-1.044,3.018,4.517,627.742
CND_30004,0,2026-09-03 18:00,26,0.0,-0.0,0.0,0.398,-0.246,0.537,627.742
CND_30004,0,2026-09-03 20:00,27,-0.731,1.862,4.0,-0.318,2.004,4.558,627.742
CND_30004,0,2026-09-03 22:00,28,-0.365,0.931,5.0,0.063,0.931,5.579,627.742
CND_30004,0,2026-09-04 00:00,29,0.565,1.296,0.0,1.009,0.769,0.599,627.742
CND_30004,0,2026-09-04 02:00,30,0.2,2.227,3.0,0.659,1.773,3.62,627.742
CND_30004,0,2026-09-04 04:00,31,0.365,-0.931,1.0,0.84,-2.289,1.64,627.742
CND_30004,0,2026-09-04 06:00,32,-0.2,-2.227,2.0,0.29,0.868,2.661,627.742
CND_30004,0,2026-09-04 08:00,33,-0.035,-5.385,-1.0,0.471,-0.439,-0.318,627.742
CND_30004,0,2026-09-04 10:00,34,2.993,3.323,-18.0,3.513,5.932,-17.298,627.742
CND_30004,0,2026-09-04 12:00,35,2.896,17.251,-17.0,3.432,8.646,-16.277,627.742
CND_30004,0,2026-09-04 14:00,36,2.662,9.639,-23.0,3.213,0.237,-22.256,627.742
CND_30004,0,2026-09-04 16:00,37,0.269,12.997,-4.0,0.835,0.766,-3.236,627.742
CND_30004,0,2026-09-04 18:00,38,-0.365,0.931,2.0,0.216,1.408,2.785,627.742
CND_30004,0,2026-09-04 20:00,39,-0.365,0.931,1.0,0.232,1.894,1.806,627.742
CND_30004,0,2026-09-04 22:00,40,-1.296,0.565,9.0,-0.684,0.943,9.826,627.742
CND_30004,0,2026-09-05 00:00,41,-0.365,0.931,4.0,0.262,0.066,4.847,627.742
CND_30004,0,2026-09-05 02:00,42,-0.731,1.862,7.0,-0.088,1.831,7.868,627.742
CND_30004,0,2026-09-05 04:00,43,-0.931,-0.365,5.0,-0.273,-0.679,5.888,627.742
CND_30004,0,2026-09-05 06:00,44,-1.331,-4.82,5.0,-0.657,0.717,5.909,627.742
CND_30004,0,2026-09-05 08:00,45,1.558,-17.651,-12.0,2.247,-6.066,-11.07,627.742
CND_30004,0,2026-09-05 10:00,46,3.523,-0.765,-23.0,4.228,3.463,-22.05,627.742
CND_30004,0,2026-09-05 12:00,47,2.296,10.57,-21.0,3.016,4.319,-20.029,627.742
CND_30004,0,2026-09-05 14:00,48,0.834,14.293,-12.0,1.569,5.942,-11.008,627.742
CND_30004,0,2026-09-05 16:00,49,1.0,11.136,-13.0,1.75,0.626,-11.988,627.742
CND_30004,0,2026-09-05 18:00,50,-0.765,-3.523,3.0,-0.0,-1.144,4.033,627.742
CND_30004,0,2026-09-05 20:00,51,-0.565,-1.296,1.0,0.215,1.22,2.054,627.742
CND_30004,0,2026-09-05 22:00,52,0.565,1.296,-1.0,1.361,3.73,0.074,627.742
CND_30004,0,2026-09-06 00:00,53,-0.731,1.862,5.0,0.08,2.456,6.095,627.742
CND_30004,0,2026-09-06 02:00,54,-0.731,1.862,4.0,0.096,2.541,5.116,627.742
CND_30004,0,2026-09-06 04:00,55,-0.931,-0.365,3.0,-0.089,0.014,4.136,627.742
CND_30004,0,2026-09-06 06:00,56,-0.731,1.862,2.0,0.126,2.491,3.157,627.742
CND_30004,0,2026-09-06 08:00,57,0.2,2.227,-1.0,1.073,2.227,0.178,627.742
CND_30004,0,2026-09-06 10:00,58,1.496,1.662,-13.0,2.384,6.921,-11.802,627.742
CND_30004,0,2026-09-06 12:00,59,0.235,7.612,-10.0,1.138,7.09,-8.781,627.742
CND_30004,0,2026-09-06 14:00,60,-1.131,-2.593,0.0,-0.212,-0.042,1.24,627.742
CND_30004,0,2026-09-06 16:00,61,-1.862,-0.731,4.0,-0.928,0.961,5.26,627.742
CND_30004,0,2026-09-06 18:00,62,-1.296,0.565,5.0,-0.347,2.098,6.281,627.742
CND_30004,0,2026-09-06 20:00,63,-0.565,-1.296,5.0,0.399,1.226,6.302,627.742
CND_30004,0,2026-09-06 22:00,64,-0.565,-1.296,6.0,0.414,0.411,7.322,627.742
CND_30004,0,2026-09-07 00:00,65,-0.731,1.862,5.0,0.264,2.968,6.343,627.742
CND_30004,0,2026-09-07 02:00,66,-1.296,0.565,4.0,-0.286,1.865,5.364,627.742
CND_30004,0,2026-09-07 04:00,67,-0.565,-1.296,4.0,0.46,1.253,5.384,627.742
CND_30004,0,2026-09-07 06:00,68,-0.931,-0.365,5.0,0.11,2.525,6.405,627.742
CND_30004,0,2026-09-07 08:00,69,-1.331,-4.82,4.0,-0.275,2.52,5.426,627.742
CND_30004,0,2026-09-07 10:00,70,0.731,-1.862,-6.0,1.802,0.425,-4.554,627.742
CND_30004,0,2026-09-07 12:00,71,1.662,-1.496,-16.0,2.749,-5.413,-14.533,627.742
CND_30004,0,2026-09-07 14:00,72,1.296,-0.565,-18.0,2.398,-8.745,-16.512,627.742
CND_30004,0,2026-09-07 18:00,73,-1.496,-1.662,1.0,-0.363,1.067,2.529,627.742
CND_30004,0,2026-09-07 20:00,74,-0.731,1.862,2.0,0.417,3.822,3.55,627.742
CND_30004,0,2026-09-07 22:00,75,-0.731,1.862,2.0,0.433,3.146,3.57,627.742
CND_30004,0,2026-09-08 00:00,76,-0.365,0.931,0.0,0.813,1.892,1.591,627.742
CND_30004,0,2026-09-08 02:00,77,-0.165,3.158,-1.0,1.029,4.403,0.612,627.742
CND_30004,0,2026-09-08 04:00,78,0.931,0.365,-6.0,2.14,0.525,-4.368,627.742
CND_30004,0,2026-09-08 06:00,79,-0.931,-0.365,3.0,0.294,0.733,4.653,627.742
CND_30004,0,2026-09-08 08:00,80,-0.8,-8.908,0.0,0.44,2.76,1.674,627.742
CND_30004,0,2026-09-08 10:00,81,-0.765,-3.523,-9.0,0.49,2.018,-7.306,627.742
CND_30004,0,2026-09-08 12:00,82,0.565,1.296,-9.0,1.836,4.325,-7.285,627.742
CND_30004,0,2026-09-08 14:00,83,2.262,5.185,-20.0,3.548,3.166,-18.264,627.742
CND_30004,0,2026-09-08 16:00,84,0.165,-3.158,-10.0,1.467,0.0,-8.244,627.742
CND_30004,0,2026-09-08 18:00,85,-1.131,-2.593,0.0,0.186,0.286,1.777,627.742
CND_30004,0,2026-09-08 20:00,86,0.365,-0.931,-4.0,1.697,1.564,-2.202,627.742
CND_30004,0,2026-09-08 22:00,87,-1.131,-2.593,1.0,0.216,-0.545,2.818,627.742
CND_30004,0,2026-09-09 04:00,90,-1.462,3.723,1.0,-0.069,4.356,2.88,627.742
CND_30004,0,2026-09-09 06:00,91,-0.731,1.862,2.0,0.677,2.809,3.901,627.742
CND_30004,0,2026-09-09 08:00,92,-1.565,-12.432,0.0,-0.142,-1.595,1.921,627.742
CND_30004,0,2026-09-09 10:00,93,3.689,-3.923,-31.0,5.128,0.285,-29.058,627.742
CND_30004,0,2026-09-09 12:00,94,-0.931,-0.365,-10.0,0.523,-4.569,-8.037,627.742
CND_30004,0,2026-09-09 14:00,95,0.765,3.523,-17.0,2.235,0.016,-15.017,627.742
CND_30004,0,2026-09-09 16:01,96,-0.365,0.931,-7.0,1.12,2.063,-4.996,627.742
CND_30004,0,2026-09-09 18:00,97,-1.296,0.565,-3.0,0.204,4.376,-0.975,627.742
CND_30004,0,2026-09-09 20:00,98,-0.931,-0.365,-2.0,0.585,2.075,0.045,627.742
CND_30004,0,2026-09-09 22:00,99,-1.296,0.565,0.0,0.235,3.381,2.066,627.742
CND_30004,0,2026-09-10 00:00,100,-1.662,1.496,2.0,-0.116,3.485,4.087,627.742
CND_30004,0,2026-09-10 02:00,101,-0.931,-0.365,0.0,0.631,-0.235,2.107,627.742
CND_30004,0,2026-09-10 04:00,102,-0.731,1.862,1.0,0.846,2.545,3.128,627.742
CND_30004,0,2026-09-10 06:00,103,-0.565,-1.296,-3.0,1.027,-0.098,-0.851,627.742
CND_30004,0,2026-09-10 08:00,104,-2.262,-5.185,4.0,-0.654,6.654,6.169,627.742
CND_30004,0,2026-09-10 10:00,105,1.993,-7.812,-29.0,3.615,-1.707,-26.81,627.742
CND_30004,0,2026-09-10 12:00,106,0.8,8.908,-15.0,2.438,5.595,-12.789,627.742
CND_30004,0,2026-09-10 14:00,107,1.0,11.136,-21.0,2.653,4.891,-18.769,627.742
CND_30004,0,2026-09-10 16:00,108,-1.662,1.496,-2.0,0.007,4.153,0.252,627.742
CND_30004,0,2026-09-10 18:00,109,-1.496,-1.662,0.0,0.188,1.088,2.273,627.742
CND_30004,0,2026-09-10 20:00,110,-1.296,0.565,-2.0,0.403,3.222,0.293,627.742
CND_30004,0,2026-09-10 22:00,111,-1.862,-0.731,0.0,-0.147,1.299,2.314,627.742
