point_id,seg,waktu,cycle,d_rad,d_tan,dZ,d_rad_c,d_tan_c,dZ_c,jarak_m
CND_170_1,0,2026-09-12 16:00,132,-3.074,-1.673,-5.5,-1.451,0.173,-2.752,500.515
CND_170_1,0,2026-09-12 18:00,133,-2.674,-0.316,-5.5,-1.038,-0.418,-2.731,500.515
CND_170_1,0,2026-09-12 22:00,135,-3.074,-1.673,-2.5,-1.414,-1.21,0.31,500.515
CND_170_1,0,2026-09-13 00:00,136,-1.718,-2.073,-8.5,-0.046,-1.451,-5.669,500.515
CND_170_1,0,2026-09-13 02:01,137,-2.596,-2.551,-5.5,-0.912,-1.19,-2.649,500.515
CND_170_1,0,2026-09-13 04:00,138,-3.074,-1.673,-0.5,-1.378,-1.813,2.372,500.515
CND_170_1,0,2026-09-13 06:00,139,-4.353,-3.507,0.5,-2.645,-0.229,3.393,500.515
CND_170_1,0,2026-09-13 10:01,141,-1.731,-14.603,-13.5,0.002,-8.121,-10.566,500.515
CND_18,0,2026-09-01 14:08,0,0.933,4.514,-10.5,0.933,3.945,-10.499,177.915
CND_18,0,2026-09-01 16:06,1,-0.007,0.5,-1.5,-0.003,0.084,-1.478,177.915
CND_18,0,2026-09-01 18:07,2,0.007,-0.5,-0.5,0.016,-0.5,-0.457,177.915
CND_18,0,2026-09-01 20:06,3,-0.007,0.5,0.5,0.006,0.688,0.563,177.915
CND_18,0,2026-09-01 22:07,4,0.007,-0.5,0.5,0.025,-0.415,0.584,177.915
CND_18,0,2026-09-02 00:07,5,0.007,-0.5,1.5,0.029,-0.5,1.605,177.915
CND_18,0,2026-09-02 02:07,6,-0.007,0.5,2.5,0.019,0.5,2.625,177.915
CND_18,0,2026-09-02 04:07,7,0.992,0.515,1.5,1.023,0.225,1.646,177.915
CND_18,0,2026-09-02 06:07,8,0.007,-0.5,0.5,0.042,-0.725,0.666,177.915
CND_18,0,2026-09-02 08:07,9,1.007,-0.485,-6.5,1.047,1.81,-6.313,177.915
CND_18,0,2026-09-02 10:08,10,0.978,1.515,-11.5,1.021,1.87,-11.292,177.915
CND_18,0,2026-09-02 12:08,11,0.918,5.514,-9.5,0.966,2.376,-9.271,177.915
CND_18,0,2026-09-02 14:07,12,-0.082,5.499,-3.5,-0.03,2.361,-3.251,177.915
CND_18,0,2026-09-02 16:07,13,0.978,1.515,-2.5,1.034,-1.114,-2.23,177.915
CND_18,0,2026-09-02 18:07,14,-0.007,0.5,-1.5,0.054,0.182,-1.21,177.915
CND_18,0,2026-09-02 20:07,15,-0.022,1.5,-1.5,0.043,1.194,-1.189,177.915
CND_18,0,2026-09-02 22:07,16,-0.007,0.5,-0.5,0.062,0.002,-0.168,177.915
CND_18,0,2026-09-03 00:07,17,-0.007,0.5,0.5,0.067,-0.195,0.852,177.915
CND_18,0,2026-09-03 02:07,18,-0.007,0.5,0.5,0.071,-0.283,0.873,177.915
CND_18,0,2026-09-03 04:07,19,-0.007,0.5,1.5,0.075,-0.229,1.894,177.915
CND_18,0,2026-09-03 06:07,20,0.022,-1.5,0.5,0.109,-1.081,0.914,177.915
CND_18,0,2026-09-03 08:08,21,0.007,-0.5,-5.5,0.099,1.739,-5.065,177.915
CND_18,0,2026-09-03 10:08,22,0.978,1.515,-11.5,1.073,2.121,-11.044,177.915
CND_18,0,2026-09-03 12:08,23,-0.052,3.5,-6.5,0.048,1.211,-6.023,177.915
CND_18,0,2026-09-03 14:08,24,-0.037,2.5,-8.5,0.067,-0.775,-8.003,177.915
CND_18,0,2026-09-03 16:07,25,-0.052,3.5,-0.5,0.057,1.773,0.018,177.915
CND_18,0,2026-09-03 18:06,26,-0.007,0.5,-0.5,0.106,0.43,0.038,177.915
CND_18,0,2026-09-03 20:07,27,-0.007,0.5,0.5,0.11,0.54,1.059,177.915
CND_18,0,2026-09-03 22:07,28,-0.007,0.5,0.5,0.114,0.5,1.08,177.915
CND_18,0,2026-09-04 00:07,29,-0.007,0.5,0.5,0.119,0.351,1.1,177.915
CND_18,0,2026-09-04 02:07,30,-1.007,0.485,-0.5,-0.877,0.356,0.121,177.915
CND_18,0,2026-09-04 04:07,31,-1.007,0.485,0.5,-0.873,0.1,1.142,177.915
CND_18,0,2026-09-04 06:07,32,-1.962,-2.53,0.5,-1.823,-1.652,1.162,177.915
CND_18,0,2026-09-04 08:08,33,-1.977,-1.53,-0.5,-1.834,-0.128,0.183,177.915
CND_18,0,2026-09-04 10:08,34,-1.992,-0.53,-11.5,-1.845,0.209,-10.796,177.915
CND_18,0,2026-09-04 12:09,35,-1.097,6.484,-15.5,-0.945,4.045,-14.775,177.915
CND_18,0,2026-09-04 14:09,36,-2.067,4.47,-10.5,-1.91,1.805,-9.755,177.915
CND_18,0,2026-09-04 16:07,37,-3.052,3.455,-5.5,-2.891,-0.012,-4.734,177.915
CND_18,0,2026-09-04 18:06,38,-2.992,-0.545,-2.5,-2.827,-0.409,-1.714,177.915
CND_18,0,2026-09-04 20:07,39,-1.992,-0.53,-2.5,-1.823,-0.257,-1.693,177.915
CND_18,0,2026-09-04 22:07,40,-2.992,-0.545,-1.5,-2.818,-0.438,-0.672,177.915
CND_18,0,2026-09-05 00:07,41,-2.977,-1.545,0.5,-2.799,-1.79,1.348,177.915
CND_18,0,2026-09-05 02:07,42,-2.992,-0.545,0.5,-2.81,-0.553,1.369,177.915
CND_18,0,2026-09-05 04:07,43,-2.977,-1.545,0.5,-2.79,-1.633,1.39,177.915
CND_18,0,2026-09-05 06:07,44,-2.962,-2.544,-1.5,-2.771,-0.975,-0.59,177.915
CND_18,0,2026-09-05 08:09,45,-2.962,-2.544,-14.5,-2.767,0.739,-13.569,177.915
CND_18,0,2026-09-05 10:08,46,-3.007,0.455,-9.5,-2.807,1.654,-8.548,177.915
CND_18,0,2026-09-05 12:08,47,-3.022,1.455,-19.5,-2.818,-0.317,-18.528,177.915
CND_18,0,2026-09-05 14:08,48,-3.037,2.455,-9.5,-2.828,0.088,-8.507,177.915
CND_18,0,2026-09-05 16:08,49,-4.037,2.44,-3.5,-3.824,-0.539,-2.486,177.915
CND_18,0,2026-09-05 18:07,50,-2.977,-1.545,-2.5,-2.76,-0.87,-1.466,177.915
CND_18,0,2026-09-05 20:08,51,-2.977,-1.545,-2.5,-2.756,-0.831,-1.445,177.915
CND_18,0,2026-09-05 22:08,52,-2.977,-1.545,-2.5,-2.751,-0.855,-1.424,177.915
CND_18,0,2026-09-06 00:07,53,-3.977,-1.559,-1.5,-3.747,-1.391,-0.404,177.915
CND_1803,0,2026-09-01 14:07,0,0.207,0.978,-1.0,0.208,-0.584,-0.999,488.028
CND_1803,0,2026-09-01 16:06,1,0.0,-0.0,-1.0,0.012,-1.142,-0.978,488.028
CND_1803,0,2026-09-01 18:06,2,-0.356,3.142,1.0,-0.331,3.142,1.042,488.028
CND_1803,0,2026-09-01 20:06,3,-0.415,-1.956,1.0,-0.379,-1.442,1.063,488.028
CND_1803,0,2026-09-01 22:06,4,0.0,-0.0,0.0,0.048,0.233,0.084,488.028
CND_1803,0,2026-09-02 00:06,5,0.0,-0.0,0.0,0.06,-0.0,0.104,488.028
CND_1803,0,2026-09-02 02:06,6,-0.148,4.12,2.0,-0.076,4.12,2.125,488.028
CND_1803,0,2026-09-02 04:06,7,0.059,5.099,0.0,0.143,4.304,0.146,488.028
CND_1803,0,2026-09-02 06:06,8,0.415,1.956,-2.0,0.511,1.339,-1.834,488.028
CND_1803,0,2026-09-02 08:07,9,0.148,-4.12,-1.0,0.256,2.176,-0.813,488.028
CND_1803,0,2026-09-02 10:07,10,0.415,1.956,-4.0,0.535,2.931,-3.792,488.028
CND_1803,0,2026-09-02 12:07,11,1.096,9.99,-9.0,1.228,1.38,-8.772,488.028
CND_1803,0,2026-09-02 14:07,12,-1.275,8.448,1.0,-1.131,-0.161,1.249,488.028
CND_1803,0,2026-09-02 16:06,13,-1.127,4.328,0.0,-0.971,-2.882,0.27,488.028
CND_1803,0,2026-09-02 18:06,14,-0.207,-0.978,1.0,-0.04,-1.849,1.29,488.028
CND_1803,0,2026-09-02 20:06,15,0.0,-0.0,0.0,0.179,-0.838,0.311,488.028
CND_1803,0,2026-09-02 22:06,16,0.0,-0.0,-2.0,0.191,-1.365,-1.668,488.028
CND_1803,0,2026-09-03 00:06,17,0.267,6.077,0.0,0.469,4.169,0.352,488.028
CND_1803,0,2026-09-03 02:06,18,0.0,-0.0,0.0,0.215,-2.149,0.373,488.028
CND_1803,0,2026-09-03 04:06,19,0.0,-0.0,-1.0,0.227,-1.999,-0.606,488.028
CND_1803,0,2026-09-03 06:06,20,0.148,-4.12,-2.0,0.387,-2.971,-1.586,488.028
CND_1803,0,2026-09-03 08:07,21,-0.83,-3.913,0.0,-0.579,2.228,0.435,488.028
CND_1803,0,2026-09-03 10:07,22,0.83,3.913,-7.0,1.092,5.576,-6.544,488.028
CND_1803,0,2026-09-03 12:07,23,2.223,5.662,-15.0,2.497,-0.616,-14.524,488.028
CND_1803,0,2026-09-03 14:07,24,0.326,11.176,-4.0,0.612,2.193,-3.503,488.028
CND_1803,0,2026-09-03 16:06,25,-0.089,9.219,-4.0,0.209,4.484,-3.482,488.028
CND_1803,0,2026-09-03 18:06,26,0.415,1.956,-1.0,0.725,1.765,-0.462,488.028
CND_1803,0,2026-09-03 20:06,27,-0.415,-1.956,0.0,-0.093,-1.846,0.559,488.028
CND_1803,0,2026-09-04 00:06,29,0.207,0.978,-2.0,0.553,0.568,-1.4,488.028
CND_1803,0,2026-09-04 02:06,30,0.978,-0.207,-3.0,1.336,-0.561,-2.379,488.028
CND_1803,0,2026-09-04 04:06,31,0.771,-1.186,-4.0,1.14,-2.242,-3.358,488.028
CND_1803,0,2026-09-04 06:06,32,-0.622,-2.935,1.0,-0.241,-0.528,1.662,488.028
CND_1803,0,2026-09-04 08:07,33,-0.415,-1.956,0.0,-0.022,1.889,0.683,488.028
CND_1803,0,2026-09-04 10:08,34,-1.393,-1.749,3.0,-0.988,0.279,3.704,488.028
CND_1803,0,2026-09-04 12:08,35,1.452,6.848,-10.0,1.87,0.157,-9.275,488.028
CND_1803,0,2026-09-04 14:08,36,0.889,9.012,-6.0,1.318,1.702,-5.255,488.028
CND_1803,0,2026-09-04 16:06,37,-0.445,12.361,0.0,-0.004,2.852,0.765,488.028
CND_1803,0,2026-09-04 18:06,38,0.622,2.935,-2.0,1.075,3.306,-1.214,488.028
CND_1803,0,2026-09-04 20:07,39,0.207,0.978,-3.0,0.672,1.727,-2.193,488.028
CND_1803,0,2026-09-04 22:06,40,0.356,-3.142,1.0,0.832,-2.849,1.827,488.028
CND_1803,0,2026-09-05 00:06,41,-0.148,4.12,1.0,0.34,3.448,1.848,488.028
CND_1803,0,2026-09-05 02:06,42,0.0,-0.0,-1.0,0.5,-0.024,-0.131,488.028
CND_1803,0,2026-09-05 04:06,43,0.978,-0.207,-2.0,1.491,-0.451,-1.111,488.028
CND_1803,0,2026-09-05 06:06,44,0.148,-4.12,-1.0,0.673,0.184,-0.09,488.028
CND_1803,0,2026-09-05 08:08,45,-0.267,-6.077,-3.0,0.27,2.93,-2.069,488.028
CND_1803,0,2026-09-05 10:07,46,0.207,0.978,-4.0,0.756,4.266,-3.048,488.028
CND_1803,0,2026-09-05 12:08,47,-0.089,9.219,-5.0,0.471,4.359,-4.028,488.028
CND_1803,0,2026-09-05 14:07,48,-0.712,6.284,-2.0,-0.14,-0.208,-1.007,488.028
CND_1803,0,2026-09-05 16:08,49,-0.445,12.361,-1.0,0.139,4.191,0.014,488.028
CND_1803,0,2026-09-05 18:06,50,-0.207,-0.978,-2.0,0.388,0.872,-0.966,488.028
CND_1803,0,2026-09-05 20:08,51,-0.415,-1.956,-1.0,0.193,0.0,0.055,488.028
CND_1803,0,2026-09-05 22:07,52,-0.207,-0.978,1.0,0.412,0.914,2.076,488.028
CND_1803,0,2026-09-06 00:06,53,0.0,-0.0,-1.0,0.631,0.462,0.096,488.028
CND_1803,0,2026-09-06 02:06,54,1.186,0.771,-6.0,1.829,1.299,-4.883,488.028
CND_1803,0,2026-09-06 04:06,55,0.0,-0.0,-1.0,0.655,0.295,0.137,488.028
CND_1803,0,2026-09-06 06:06,56,0.0,-0.0,-2.0,0.667,0.489,-0.842,488.028
CND_1803,0,2026-09-06 10:07,58,0.356,-3.142,-6.0,1.047,0.947,-4.8,488.028
CND_1803,0,2026-09-06 12:06,59,-0.415,-1.956,-3.0,0.288,-2.363,-1.78,488.028
CND_1803,0,2026-09-06 14:07,60,-1.037,-4.891,1.0,-0.323,-2.908,2.241,488.028
CND_1803,0,2026-09-07 08:07,69,0.356,-3.142,-6.0,1.178,2.564,-4.573,488.028
CND_1803,0,2026-09-07 10:06,70,0.771,-1.186,-4.0,1.604,0.592,-2.553,488.028
CND_1803,0,2026-09-07 12:07,71,0.059,5.099,-4.0,0.905,2.054,-2.532,488.028
CND_1803,0,2026-09-07 14:07,72,-0.089,9.219,-2.0,0.768,2.86,-0.511,488.028
CND_1803,0,2026-09-07 22:07,75,0.978,-0.207,-9.0,1.883,0.791,-7.429,488.028
CND_1803,0,2026-09-08 08:08,80,-0.267,-6.077,-5.0,0.698,2.995,-3.325,488.028
CND_1803,0,2026-09-08 10:07,81,0.356,-3.142,-6.0,1.332,1.166,-4.305,488.028
CND_1803,0,2026-09-08 14:06,83,-0.771,1.186,-1.0,0.229,-0.384,0.737,488.028
CND_1803,0,2026-09-08 16:07,84,0.356,-3.142,-5.0,1.368,-0.687,-3.243,488.028
CND_1803,0,2026-09-09 10:07,93,0.771,-1.186,-10.0,1.89,2.086,-8.057,488.028
CND_1803,0,2026-09-09 12:07,94,0.622,2.935,-6.0,1.754,-0.333,-4.036,488.028
CND_1803,0,2026-09-09 16:09,96,-0.622,-2.935,-4.0,0.533,-2.054,-1.994,488.028
CND_1803,0,2026-09-11 12:07,118,-0.86,10.405,-6.0,0.557,6.726,-3.54,488.028
CND_180_2,0,2026-09-01 14:01,0,2.282,-1.022,-16.5,2.282,-2.765,-16.5,544.706
CND_180_2,0,2026-09-01 16:01,1,-0.143,3.351,-0.5,-0.129,2.076,-0.479,544.706
CND_180_2,0,2026-09-01 18:01,2,-0.532,1.992,-1.5,-0.506,1.992,-1.459,544.706
CND_180_2,0,2026-09-01 20:01,3,-0.437,-0.242,0.5,-0.397,0.332,0.562,544.706
CND_180_2,0,2026-09-01 22:01,4,-0.437,-0.242,1.5,-0.384,0.018,1.583,544.706
CND_180_2,0,2026-09-02 00:01,5,-0.437,-0.242,0.5,-0.371,-0.242,0.603,544.706
CND_180_2,0,2026-09-02 02:01,6,-0.532,1.992,3.5,-0.453,1.992,3.624,544.706
CND_180_2,0,2026-09-02 04:01,7,0.342,2.476,-2.5,0.435,1.59,-2.355,544.706
CND_180_2,0,2026-09-02 06:01,8,0.342,2.476,-1.5,0.448,1.787,-1.335,544.706
CND_180_2,0,2026-09-02 08:01,9,1.017,-2.866,-2.5,1.137,4.162,-2.314,544.706
CND_180_2,0,2026-09-02 10:01,10,0.922,-0.632,-9.5,1.055,0.455,-9.293,544.706
CND_180_2,0,2026-09-02 12:01,11,3.07,11.993,-19.5,3.216,2.383,-19.273,544.706
CND_180_2,0,2026-09-02 14:01,12,1.217,2.961,-11.5,1.376,-6.648,-11.252,544.706
CND_180_2,0,2026-09-02 16:01,13,0.446,10.538,-6.5,0.619,2.491,-6.231,544.706
CND_180_2,0,2026-09-02 18:01,14,0.342,2.476,-3.5,0.528,1.504,-3.211,544.706
CND_180_2,0,2026-09-02 20:01,15,-0.143,3.351,-0.5,0.057,2.416,-0.19,544.706
CND_180_2,0,2026-09-02 22:01,16,-0.628,4.226,-1.5,-0.415,2.702,-1.169,544.706
CND_180_2,0,2026-09-03 00:01,17,-0.143,3.351,-0.5,0.083,1.222,-0.149,544.706
CND_180_2,0,2026-09-03 02:01,18,-1.502,3.741,0.5,-1.263,1.343,0.872,544.706
CND_180_2,0,2026-09-03 04:01,19,-0.628,4.226,0.5,-0.375,1.994,0.893,544.706
CND_180_2,0,2026-09-03 06:01,20,-0.922,0.632,2.5,-0.656,1.915,2.913,544.706
CND_180_2,0,2026-09-03 08:01,21,-1.217,-2.961,-1.5,-0.938,3.893,-1.066,544.706
CND_180_2,0,2026-09-03 10:01,22,-1.797,0.147,-2.5,-1.504,2.004,-2.045,544.706
CND_180_2,0,2026-09-03 12:01,23,-1.597,5.975,-2.5,-1.292,-1.032,-2.025,544.706
CND_180_2,0,2026-09-03 14:01,24,0.247,4.711,-10.5,0.566,-5.315,-10.004,544.706
CND_180_2,0,2026-09-03 16:01,25,-1.693,8.209,3.5,-1.36,2.924,4.017,544.706
CND_180_2,0,2026-09-03 18:01,26,-1.017,2.866,-2.5,-0.672,2.653,-1.963,544.706
CND_180_2,0,2026-09-03 20:01,27,-1.017,2.866,-2.5,-0.659,2.989,-1.942,544.706
CND_180_2,0,2026-09-03 22:01,28,-1.017,2.866,-1.5,-0.645,2.866,-0.921,544.706
CND_180_2,0,2026-09-04 00:01,29,-0.628,4.226,-1.5,-0.242,3.768,-0.901,544.706
CND_180_2,0,2026-09-04 02:01,30,-1.017,2.866,-1.5,-0.619,2.472,-0.88,544.706
CND_180_2,0,2026-09-04 04:01,31,-1.113,5.1,-1.5,-0.701,3.921,-0.859,544.706
CND_180_2,0,2026-09-04 06:01,32,-1.312,-0.727,0.5,-0.887,1.959,1.161,544.706
CND_180_2,0,2026-09-04 08:01,33,-0.342,-2.476,-3.5,0.096,1.815,-2.818,544.706
CND_180_2,0,2026-09-04 10:01,34,-1.026,-7.429,-7.5,-0.575,-5.166,-6.797,544.706
CND_180_2,0,2026-09-04 12:01,35,-1.208,7.334,-8.5,-0.743,-0.133,-7.777,544.706
CND_180_2,0,2026-09-04 14:01,36,-0.628,4.226,-15.5,-0.149,-3.933,-14.756,544.706
CND_180_2,0,2026-09-04 16:01,37,-1.588,16.27,-3.5,-1.097,5.657,-2.735,544.706
CND_180_2,0,2026-09-04 18:01,38,-1.407,1.507,-3.5,-0.902,1.921,-2.715,544.706
CND_180_2,0,2026-09-04 20:01,39,-1.892,2.381,0.5,-1.374,3.217,1.306,544.706
CND_180_2,0,2026-09-04 22:01,40,-1.892,2.381,0.5,-1.361,2.709,1.327,544.706
CND_180_2,0,2026-09-05 00:01,41,-1.892,2.381,0.5,-1.347,1.631,1.347,544.706
CND_180_2,0,2026-09-05 02:01,42,-1.407,1.507,0.5,-0.849,1.48,1.368,544.706
CND_180_2,0,2026-09-05 04:01,43,-2.377,3.256,2.5,-1.806,2.984,3.389,544.706
CND_180_2,0,2026-09-05 06:01,44,-2.186,-1.212,1.5,-1.602,3.592,2.409,544.706
CND_180_2,0,2026-09-05 08:01,45,-2.975,-14.227,1.5,-2.377,-4.174,2.43,544.706
CND_180_2,0,2026-09-05 10:01,46,-2.091,-3.446,-4.5,-1.48,0.223,-3.549,544.706
CND_180_2,0,2026-09-05 12:01,47,-1.987,4.615,-5.5,-1.363,-0.809,-4.529,544.706
CND_180_2,0,2026-09-05 14:01,48,-0.039,11.413,-15.5,0.599,4.166,-14.508,544.706
CND_180_2,0,2026-09-05 16:01,49,-1.208,7.334,-10.5,-0.557,-1.785,-9.487,544.706
CND_180_2,0,2026-09-05 18:01,50,-2.282,1.022,-0.5,-1.617,3.087,0.533,544.706
CND_180_2,0,2026-09-05 20:01,51,-1.312,-0.727,-7.5,-0.634,1.456,-6.446,544.706
CND_180_2,0,2026-09-05 22:01,52,-2.282,1.022,-1.5,-1.591,3.134,-0.425,544.706
CND_180_2,0,2026-09-06 00:01,53,-2.767,1.896,0.5,-2.062,2.412,1.595,544.706
CND_180_2,0,2026-09-06 02:01,54,-2.282,1.022,-1.5,-1.564,1.612,-0.384,544.706
CND_180_2,0,2026-09-06 04:01,55,-3.251,2.771,0.5,-2.521,3.1,1.637,544.706
CND_180_2,0,2026-09-06 06:01,56,-3.251,2.771,-0.5,-2.507,3.317,0.657,544.706
CND_180_2,0,2026-09-06 10:01,58,-1.121,-5.195,-11.5,-0.351,-0.632,-10.301,544.706
CND_180_2,0,2026-09-06 12:01,59,-2.767,1.896,-3.5,-1.983,1.443,-2.281,544.706
CND_180_2,0,2026-09-06 14:01,60,-3.546,-0.823,0.5,-2.749,1.391,1.74,544.706
CND_180_2,0,2026-09-06 16:01,61,-2.671,-0.338,-2.5,-1.861,1.13,-1.239,544.706
CND_180_2,0,2026-09-06 18:01,62,-3.641,1.412,-1.5,-2.817,2.741,-0.219,544.706
CND_180_2,0,2026-09-06 20:01,63,-3.156,0.537,1.5,-2.319,2.725,2.802,544.706
CND_180_2,0,2026-09-06 22:01,64,-3.546,-0.823,2.5,-2.696,0.659,3.822,544.706
CND_180_2,0,2026-09-07 00:01,65,-3.641,1.412,2.5,-2.778,2.371,3.843,544.706
CND_180_2,0,2026-09-07 02:00,66,-3.546,-0.823,1.5,-2.669,0.305,2.864,544.706
CND_180_2,0,2026-09-07 04:01,67,-3.936,-2.182,0.5,-3.046,0.03,1.884,544.706
CND_180_2,0,2026-09-07 06:01,68,-2.671,-0.338,-1.5,-1.768,2.17,-0.095,544.706
CND_180_2,0,2026-09-07 08:01,69,-3.26,-7.525,-4.5,-2.344,-1.156,-3.074,544.706
CND_180_2,0,2026-09-07 10:01,70,-3.156,0.537,-2.5,-2.226,2.521,-1.054,544.706
CND_180_2,0,2026-09-07 12:01,71,-3.251,2.771,-3.5,-2.308,-0.628,-2.033,544.706
CND_180_2,0,2026-09-07 14:01,72,-2.178,9.083,-5.5,-1.221,1.986,-4.012,544.706
CND_180_2,0,2026-09-07 18:01,73,-3.936,-2.182,-0.5,-2.953,0.186,1.029,544.706
CND_180_2,0,2026-09-07 20:01,74,-2.186,-1.212,-8.5,-1.19,0.489,-6.95,544.706
CND_180_2,0,2026-09-07 22:01,75,-2.671,-0.338,-6.5,-1.662,0.777,-4.93,544.706
CND_180_2,0,2026-09-08 00:01,76,-3.156,0.537,-1.5,-2.133,1.371,0.091,544.706
CND_180_2,0,2026-09-08 02:01,77,-3.546,-0.823,-3.5,-2.51,0.258,-1.888,544.706
CND_180_2,0,2026-09-08 04:01,78,-4.031,0.052,0.5,-2.981,0.19,2.132,544.706
CND_180_2,0,2026-09-08 06:01,79,-3.641,1.412,-2.5,-2.578,2.365,-0.847,544.706
CND_180_2,0,2026-09-08 08:01,80,-3.65,-8.884,-0.5,-2.574,1.241,1.174,544.706
CND_180_2,0,2026-09-08 10:01,81,-4.031,0.052,-5.5,-2.941,4.861,-3.806,544.706
CND_180_2,0,2026-09-08 12:01,82,-4.516,0.927,-2.5,-3.413,3.555,-0.785,544.706
CND_180_2,0,2026-09-08 14:01,83,-3.736,3.646,-9.5,-2.62,1.894,-7.764,544.706
CND_180_2,0,2026-09-08 16:01,84,-3.936,-2.182,-6.5,-2.806,0.558,-4.744,544.706
CND_180_2,0,2026-09-08 18:01,85,-4.031,0.052,-2.5,-2.888,2.55,-0.723,544.706
CND_180_2,0,2026-09-08 20:01,86,-3.546,-0.823,-4.5,-2.39,1.342,-2.702,544.706
CND_180_2,0,2026-09-08 22:01,87,-4.031,0.052,-2.5,-2.862,1.829,-0.682,544.706
CND_180_2,0,2026-09-09 02:01,89,-4.126,2.286,-5.5,-2.93,3.101,-3.64,544.706
CND_180_2,0,2026-09-09 04:01,90,-5.001,1.801,-1.5,-3.792,2.35,0.38,544.706
CND_180_2,0,2026-09-09 06:01,91,-4.611,3.161,-0.5,-3.389,3.983,1.401,544.706
CND_180_2,0,2026-09-09 08:01,92,-3.07,-11.993,-10.5,-1.835,-2.589,-8.578,544.706
CND_180_2,0,2026-09-09 10:01,93,-4.031,0.052,-7.5,-2.782,3.703,-5.558,544.706
CND_180_2,0,2026-09-09 12:01,94,-5.381,10.737,-3.5,-4.119,7.09,-1.537,544.706
CND_180_2,0,2026-09-09 14:01,95,-3.442,7.239,-15.5,-2.166,4.195,-13.516,544.706
CND_180_2,0,2026-09-09 16:01,96,-4.031,0.052,-11.5,-2.742,1.035,-9.496,544.706
CND_180_2,0,2026-09-09 18:01,97,-5.39,0.442,-3.5,-4.088,3.748,-1.475,544.706
CND_180_2,0,2026-09-09 20:01,98,-4.905,-0.433,-6.5,-3.59,1.685,-4.454,544.706
CND_180_2,0,2026-09-09 22:01,99,-5.001,1.801,-1.5,-3.672,4.245,0.566,544.706
CND_180_2,0,2026-09-10 00:01,100,-5.001,1.801,-2.5,-3.659,3.527,-0.413,544.706
CND_180_2,0,2026-09-10 02:01,101,-4.126,2.286,-3.5,-2.771,2.4,-1.392,544.706
CND_180_2,0,2026-09-10 04:01,102,-4.611,3.161,-3.5,-3.243,3.754,-1.372,544.706
CND_180_2,0,2026-09-10 06:01,103,-4.516,0.927,-4.5,-3.134,1.966,-2.351,544.706
CND_180_2,0,2026-09-10 08:01,104,-4.135,-8.01,-5.5,-2.74,2.264,-3.33,544.706
CND_180_2,0,2026-09-10 10:01,105,-1.606,-4.321,-25.5,-0.198,0.977,-23.31,544.706
CND_180_2,0,2026-09-10 12:01,106,-3.736,3.646,-13.5,-2.315,0.77,-11.289,544.706
CND_180_2,0,2026-09-10 14:01,107,-3.537,9.473,-19.5,-2.102,4.054,-17.268,544.706
CND_180_2,0,2026-09-10 16:01,108,-5.78,-0.918,-5.5,-4.332,1.388,-3.248,544.706
CND_180_2,0,2026-09-10 18:01,109,-5.001,1.801,-4.5,-3.539,4.187,-2.227,544.706
CND_180_2,0,2026-09-10 20:01,110,-5.001,1.801,-6.5,-3.526,4.106,-4.206,544.706
CND_180_2,0,2026-09-10 22:01,111,-5.001,1.801,-5.5,-3.513,3.562,-3.186,544.706
CND_180_2,0,2026-09-11 00:01,112,-6.36,2.191,-0.5,-4.859,2.859,1.835,544.706
CND_180_2,0,2026-09-11 02:01,113,-5.97,3.55,-3.5,-4.456,5.279,-1.144,544.706
CND_180_2,0,2026-09-11 04:01,114,-4.611,3.161,-7.5,-3.083,3.634,-5.124,544.706
CND_180_2,0,2026-09-11 06:01,115,-5.875,1.316,-1.5,-4.334,3.913,0.897,544.706
CND_180_2,0,2026-09-11 08:01,116,-5.685,-3.152,-5.5,-4.131,5.855,-3.082,544.706
CND_180_2,0,2026-09-11 10:01,117,-3.831,5.88,-13.5,-2.264,9.85,-11.062,544.706
CND_180_2,0,2026-09-11 12:01,118,-4.117,12.582,-17.5,-2.536,8.475,-15.041,544.706
CND_180_2,0,2026-09-11 14:01,119,-4.126,2.286,-19.5,-2.532,-1.171,-17.02,544.706
CND_180_2,0,2026-09-11 16:01,120,-5.875,1.316,-5.5,-4.268,4.527,-3.0,544.706
CND_180_2,0,2026-09-11 18:01,121,-6.75,0.831,-5.5,-5.129,2.874,-2.979,544.706
CND_180_2,0,2026-09-11 20:01,122,-6.655,-1.403,-2.5,-5.021,1.31,0.041,544.706
CND_180_2,0,2026-09-11 22:01,123,-6.845,3.065,-0.5,-5.198,5.941,2.062,544.706
CND_180_2,0,2026-09-12 00:01,124,-6.36,2.191,-0.5,-4.7,4.07,2.083,544.706
CND_180_2,0,2026-09-12 02:01,125,-8.204,3.455,3.5,-6.531,5.02,6.103,544.706
CND_180_2,0,2026-09-12 04:01,126,-7.719,2.581,3.5,-6.032,3.534,6.124,544.706
CND_180_2,0,2026-09-12 06:01,127,-5.875,1.316,-4.5,-4.175,3.524,-1.855,544.706
CND_180_2,0,2026-09-12 08:01,128,-7.824,-5.481,2.5,-6.11,6.034,5.165,544.706
CND_180_2,0,2026-09-12 10:01,129,-5.685,-3.152,-7.5,-3.958,3.776,-4.814,544.706
CND_180_2,0,2026-09-12 12:01,130,-4.801,7.629,-10.5,-3.061,3.538,-7.793,544.706
CND_180_2,0,2026-09-12 14:01,131,-4.81,-2.667,-12.5,-3.057,-2.365,-9.773,544.706
